MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"* iot Peg" 0 "* iot Peg|* iot Peg A|*  24 Peg|* iot Peg B|** STT  596A|AG+25 2653|ASCC  732166|BD+24  4533|CCDM J22070+2520A|CSI+24  4533  1|FK5  831|GC 30932|GCRV 13898|GEN# +1.00210027|GJ   848|HD 210027|HIC 109176|HIP 109176|HR  8430|IDS 22023+2452 A|IRAS 22047+2506|IRC +30485|JP11  3455|LSPM J2207+2520|LTT 16472|2MASS J22070067+2520424|N30 4873|NLTT 52972|NSV 14034|PLX 5345|PLX 5345.00|PMC 90-93   581|PPM 114048|ROT  3219|1RXS J220700.9+252045|SAO  90238|SBC7   897|SBC9 1354|SKY# 42131|SRS  30831|TD1 28790|TYC 2208-2471-1|UBV   18902|UBV M  26139|USNO-B1.0 1153-00549763|uvby98 100210027|WDS J22070+2521A|WEB 19626|[HFE83] 1484" 0 0 "HD 210027" "22 07 00.6659" "+25 20 42.404" "Spectroscopic binary" F5V 85.28 -1.8e-05 3.7699999809265137
"* u Car" 0 "* u Car|CCDM J10535-5851A|CD-58  3625|CPC 20  3211|CPD-58  2834|CSV   6804|GC 14980|GCRV  6756|GEN# +1.00094510|GJ  9339|GJ   404.1|GSC 08627-03091|HD  94510|HIC  53253|HIP  53253|HR  4257|IDS 10494-5819 A|IRAS 10514-5835|JP11  2005|2MASS J10532966-5851113|N30 2567|NSV  5011|PLX 2541|PPM 339549|1RXS J105328.6-585107|SAO 238574|SKY# 20847|TYC 8627-3091-1|UBV   10003|UBV M  16618|WDS J10535-5851A|WEB  9669" 0 0 "HD 94510" "10 53 29.6552" "-58 51 11.416" "High proper-motion Star" K0IV 34.33 2.7e-05 3.7899999618530273
"* lam And" 0 "V* lam And|* lam And|*  16 And|AG+46 2169|ASCC  370402|BD+45  4283|CABS 204|CCABS 166|CCDM J23377+4627A|Ci 20 1442|CSI+45  4283  1|2E  4740|2E 2335.1+4611|1ES 2335+46.1|2EUVE J2337+46.4|EUVE J2337+46.4|FK5  890|GC 32832|GCRV 14808|GEN# +1.00222107|GJ  9832|HD 222107|HIC 116584|HIP 116584|HR  8961|IDS 23327+4555 A|IRAS 23350+4610|IRC +50471|JP11  3640|LSPM J2337+4627|LTT 16964|2MASS J23373382+4627298|N30 5188|NLTT 57442|PLX 5716|PLX 5716.00|PMC 90-93   626|PPM  64456|RAFGL 3122|2RE J233733+462758|2RE J2337+462|RE J2337+462|RE J233733+462750|ROT  3426|RX J2337.5+4627|1RXS J233733.3+462736|SAO  53204|SBC7   963|SBC9 1450|SKY# 44679|TD1 29974|TYC 3638-2515-1|UBV   21479|UBV M  27136|USNO-B1.0 1364-00512823|uvby98 100222107|WDS J23376+4627A|WEB 20581|[FS2003] 1201|[HFE83] 1555" 0 0 "HD 222107" "23 37 33.8426" "+46 27 29.338" "Variable of RS CVn type" G8IVk 37.87 2.3e-05 3.819999933242798
"* tau Cyg A" 0 "BD+37  4240A|* tau Cyg A|** AGC   13A|ADS 14787 A|CCDM J21148+3803A|CSI+37  4240  5|GJ  9728 A|GJ   822.1 A|IDS 21108+3737 A|PMSC 21108+3737A|Renson 56410|TYC 3169-3876-1|UBV   21456|WDS J21148+3803A" 0 0 0 "21 14 47.461" "+38 02 43.35" "High proper-motion Star" 0 0.0 0.0 3.8299999237060547
"* bet Ret" 0 "* bet Ret|** LDS  104A|** TOK  191|CCDM J03443-6449A|CD-65   183|CPC 21   654|CPD-65   263|FK5  141|GC  4517|GCRV  2114|GEN# +1.00023817|GJ  9129|GJ   154.2|HD  23817|HIC  17440|HIP  17440|HR  1175|IDS 03429-6507 A|IRAS 03435-6457|JP11   825|LTT  1773|2MASS J03441195-6448248|N30  773|NLTT 11790|PLX  831|PLX  831.00|PPM 353699|SAO 248877|SBC7   141|SBC9 193|SKY#  5664|TD1  2540|TYC 8870-1385-1|UBV    3672|UBV M   9717|UCAC4 126-003366|WDS J03442-6448A|WDS J03442-6448Aa,Ab|WEB  3302" 0 0 "HD 23817" "03 44 11.9758" "-64 48 24.861" "Spectroscopic binary" K2-IIIb 33.49 0.000169 3.8329999446868896
"* gam Aqr" "NAME Sadachbia" "NAME Sadachbia|* gam Aqr|*  48 Aqr|ADS 15864 A|AG-01 2732|AKARI-IRC-V1 J2221394-012314|ALS 16209|BD-02  5741|CCDM J22217-0123A|CSI-02  5741  1|FK5  842|GC 31257|GCRV 14062|GEN# +1.00212061|GJ  9779|GSC 05226-01606|HD 212061|HGAM   1061|HIC 110395|HIP 110395|HR  8518|IDS 22165-0153 A|IRAS 22190-0138|JP11  3475|2MASS J22213936-0123145|N30 4927|PLX 5407|PLX 5407.00|PMC 90-93   590|PPM 181446|ROT  3254|1RXS J222140.1-012310|SAO 146044|SKY# 42583|TD1 29003|TYC 5226-1606-1|UBV   19127|UBV M  26339|uvby98 100212061|WDS J22217-0123A|WEB 19798|YZ  91  7780" 0 0 "HD 212061" "22 21 39.3754" "-01 23 14.403" "High proper-motion Star" A0V 19.92 -5.2e-05 3.8340001106262207
"* gam Ser" 0 "LHS   408|*  41 Ser|* gam Ser|AG+15 1595|ASCC  873354|BD+16  2849|CCDM J15564+1540A|CEL   4406|Ci 20  953|CSI+16  2849  1|FK5  591|GC 21408|GCRV  9179|GEN# +1.00142860|GJ   603|HD 142860|HIC  78072|HIP  78072|HR  5933|IDS 15518+1559 A|IRAS 15541+1548|IRC +20289|JP11  2686|LFT 1234|LSPM J1556+1539|LTT 14730|2MASS J15562720+1539413|N30 3579|NLTT 41572|NSV  7350|PLX 3604|PLX 3604.00|PMC 90-93   421|PM 15541+1549|PPM 131822|ROT  2251|1RXS J155626.4+153959|SAO 101826|SKY# 28781|SPOCS  677|SRS  30591|TD1 18697|TYC 1496-2119-1|UBV   13531|UBV M  21051|USNO-B1.0 1056-00257628|uvby98 100142860|WDS J15565+1540A|WEB 13203|YZ  15  5702|[HFE83] 1153" 0 0 "HD 142860" "15 56 27.1826" "+15 39 41.820" "High proper-motion Star" F6IV 88.86 2.3e-05 3.8399999141693115
"* gam Aps" 0 "* gam Aps|CPC 21.3  2049|CPD-78  1103|FK5  611|GC 22142|GCRV  9472|GEN# +1.00147675|GJ  9563|GJ   626.1|GSC 09450-02282|HD 147675|HIC  81065|HIP  81065|HR  6102|IRAS 16256-7847|2MASS J16332707-7853498|N30 3684|PLX 3720|PLX 3720.00|PPM 373122|1RXS J163329.7-785341|SAO 257407|SKY# 29830|TD1 19123|TYC 9450-2282-1|UBV   13889|UBV M  21391|WEB 13708" 0 0 "HD 147675" "16 33 27.0837" "-78 53 49.737" "High proper-motion Star" G8III 20.87 1.8e-05 3.8540000915527344
"* bet Pic" 0 "* bet Pic|AKARI-IRC-V1 J0547170-510359|CD-51  1620|CPC  0  3123|CPD-51   774|GC  7287|GCRV  3614|GEN# +1.00039060|GJ   219.0|GJ   219|GSC 08099-01392|HD  39060|HIC  27321|HIP  27321|HR  2020|IRAS 05460-5104|JCMTSE J054716.8-510356|JP11  1271|2MASS J05471708-5103594|PLX 1339|PLX 1339.00|PPM 334622|PSCz P05460-5104|Renson 10480|ROT   934|SAO 234134|SKY#  9519|TD1  5440|TYC 8099-1392-1|UBV    5954|UBV M  11539|uvby98 100039060|WEB  5372|WISE J054717.01-510357.5|[DML87] 189" 0 0 "HD 39060" "05 47 17.0876" "-51 03 59.441" "High proper-motion Star" A6V 51.44 6.7e-05 3.859999895095825
"* eps Phe" 0 "LTT    63|* eps Phe|CD-46    18|CPC  0    38|CPD-46     7|FK5    3|GC   158|GCRV    75|GEN# +1.00000496|GJ  9004|GJ     9.1|GSC 08022-01240|HD    496|HIC    765|HIP    765|HR    25|JP11   347|2MASS J00092467-4544506|N30   21|NLTT   423|PLX   19|PLX   19.00|PPM 304618|SACS   2|SAO 214983|SKY#   283|TD1    46|TYC 8022-1240-1|UBV      68|UBV M   7175|WEB   129" 0 0 "HD 496" "00 09 24.6415" "-45 44 50.731" "High proper-motion Star" K0III 22.62 -3.1e-05 3.869999885559082
"* l Eri" "NAME Sceptrum" "CCDM J04382-1418AB|* l Eri|*  53 Eri|** KUI   18|** KUI   18AB|BD-14   933|FK5  172|GC  5657|GCRV  2721|GEN# +1.00029503J|GJ  9160|HD  29503|HIC  21594|HIP  21594|HR  1481|IDS 04336-1430 AB|IRAS 04358-1424|IRC -10073|JP11   909|2MASS J04381081-1418142|N30  979|NAME Sceptrum|PLX 1028|PLX 1028.00|PMC 90-93   122|PPM 214604|RAFGL  610|ROT   665|SACS 101|SAO 149781|SKY#  7200|TD1  3421|UBV    4477|WDS J04382-1418AB|WEB  4147|YZ 104  1271" 0 0 "HD 29503" "04 38 10.8248" "-14 18 14.460" "Double or multiple star" K2-IIIb 29.69 0.000145 3.869999885559082
"* zet02 UMa" "NAME Mizar B" "NAME Mizar B|* zet UMa B|* zet02 UMa|*  79 UMa B|ADS  8891 B|BD+55  1598B|CCDM J13240+5456C|CSI+55  1598  2|CSV 101382|GC 18134|GCRV  7959|GEN# +1.00116657|GJ  3784 B|HD 116657|HR  5055|2MASS J13235629+5455183|PMSC 13199+5527B|PMSC 13199+5527Bab|Renson 33660|ROT  3563|SAO  28738|SBC7   486|SBC9 765|SKY# 24723|TYC 3850-1386-1|UBV   12101|uvby98 100116657|WDS J13239+5456B|WEB 11539|WISE J132356.60+545515.1" 0 0 "HD 116657" "13 23 56.330" "+54 55 18.56" "Spectroscopic binary" kA1h(eA)mA7IV-V 38.01 -3.1e-05 3.880000114440918
"* mu. Vir" 0 "LTT  5845|* mu. Vir|* 107 Vir|** SKF 2126A|BD-05  3936|2E  3320|2E 1440.4-0526|FK5  545|GC 19816|GCRV  8551|GEN# +1.00129502|GJ  9491|HD 129502|HIC  71957|HIP  71957|HR  5487|IRAS 14404-0526|JP11  2529|2MASS J14430363-0539291|N30 3325|NLTT 38172|PLX 3325|PLX 3325.00|PMC 90-93   387|PPM 197840|RBS  1422|ROT  2105|1RXS J144303.4-053926|SACS 317|SAO 140090|SKY# 26743|TD1 17649|TYC 4997-942-1|UBV   12818|UBV M  20321|uvby98 100129502|WDS J14431-0540A|WEB 12388|YZ  95  5193" 0 0 "HD 129502" "14 43 03.6228" "-05 39 29.532" "High proper-motion Star" F2V 54.73 1.7e-05 3.880000114440918
"* l Eri A" 0 "BD-14   933A|*  53 Eri A|* l Eri A|** KUI   18A|CCDM J04382-1418A|GJ  9160 A|HD  29503A|TYC 5327-1434-1|WDS J04382-1418A" 0 0 "HD 29503A" "04 38 10.825" "-14 18 14.34" "High proper-motion Star" 0 0.0 0.0 3.890000104904175
"* psi Vel A" 0 "CD-39  5580A|* psi Vel A|** COP    1A|CCDM J09307-4028A|CPD-39  3651A|CSI-39  5580 22|GJ   351 A|HD  82434A|IDS 09268-4002 A|Renson 23440|TYC 7696-2620-1|WDS J09307-4028A" 0 0 "HD 82434A" "09 30 41.969" "-40 28 00.17" "High proper-motion Star" 0 0.0 0.0 3.9100000858306885
"* gam Lib" "NAME Zubenelhakrabi" "CCDM J15355-1447AP|* gam Lib|*  38 Lib|** WRH   20|** GOL    1A|ADS  9704 AP|BD-14  4237|CSI-14  4237  1|FK5  577|GC 20949|GCRV  8992|GEN# +1.00138905J|GJ  3912|GSC 05608-01381|HD 138905|HIC  76333|HIP  76333|HR  5787|IRAS 15327-1437|IRC -10323|JP11  2619|2MASS J15353157-1447222|N30 3503|NAME Zubenelhakrabi|PLX 3516|PMC 90-93   409|PPM 230451|RAFGL 5007S|ROT  2201|SACS 340|SAO 159370|SKY# 28190|TD1 18373|TYC 5608-1381-1|UBV   13327|UBV M  20842|WDS J15355-1447Aa,Ab|WDS J15355-1447A|WEB 12958|YZ 104  5712|[HFE83] 1116" 0 0 "HD 138905" "15 35 31.5788" "-14 47 22.327" "Double or multiple star" G8.5III 19.99 -8.9e-05 3.9100000858306885
"* nu.02 CMa" 0 "*   7 CMa|* nu.02 CMa|BD-19  1502|CPD-19  1369|CSV 100752|FK5 2510|GC  8624|GCRV  4275|GEN# +1.00047205|GJ   239.1|GJ  9214|HD  47205|HIC  31592|HIP  31592|HR  2429|IRAS 06345-1912|IRC -20096|JP11  1412|2MASS J06364103-1915210|NSV  3047|PLX 1543|PLX 1543.00|PPM 217422|RAFGL  972|RAFGL  972S|ROT  1065|SACS 145|SAO 151702|SKY# 11505|SV* ZI   543|TD1  7611|TYC 5956-2621-1|UBV    6573|UBV M  12277|uvby98 100047205|WEB  6324|YZ 109  2354" 0 0 "HD 47205" "06 36 41.0375" "-19 15 21.165" "High proper-motion Star" K1.5III-IVFe1 50.63 9e-06 3.9100000858306885
"* lam Peg" 0 "* lam Peg|*  47 Peg|AG+23 2352|BD+22  4709|FK5  859|GC 31776|GCRV 14307|GEN# +1.00215665|GJ  4295|GSC 02221-01666|HD 215665|HIC 112440|HIP 112440|HR  8667|IRAS 22441+2318|IRC +20536|JP11  3534|2MASS J22463188+2333564|N30 5013|PLX 5515|PLX 5515.00|PMC 90-93   605|PPM 114805|ROT  3317|SAO  90775|SKY# 43284|SRS  30859|TD1 29339|TYC 2221-1666-1|UBV   19518|UBV M  26611|WEB 20053|YZ  23  8745|[L91b] 371" 0 0 "HD 215665" "22 46 31.8778" "+23 33 56.356" "High proper-motion Star" G8IIIaCN0.5 8.93 -1.4e-05 3.930000066757202
"* rho01 Sgr" 0 "V* rho01 Sgr|* rho01 Sgr|*  44 Sgr|BD-18  5322|GC 26694|GCRV 11807|GEN# +1.00181577|GJ  4107|GSC 06301-02457|HD 181577|HIC  95168|HIP  95168|HR  7340|IRAS 19187-1756|JP11  3093|2MASS J19214037-1750499|PLX 4525|PLX 4525.00|PPM 235882|ROT  2776|SAO 162512|SKY# 35995|TD1 24467|TYC 6301-2457-1|UBV   16368|UBV M  23690|uvby98 100181577|WEB 16624|YZ   0  6379|YZ 107  7230" 0 0 "HD 181577" "19 21 40.3594" "-17 50 49.916" "Variable Star of delta Sct type" A9IV 25.69 4e-06 3.930000066757202
"* kap Phe" 0 "* kap Phe|CD-44   101|CPC  0   171|CPD-44    47|GC   516|GCRV   236|GEN# +1.00002262|GJ    20|HD   2262|HIC   2072|HIP   2072|HR   100|IRAS 00237-4357|JP11   386|2MASS J00261219-4340475|PLX   72|PLX   72.00|PPM 304874|ROT    90|SAO 215092|SKY#   727|TD1   224|TYC 7530-978-1|UBV     322|UBV M   7378|uvby98 100002262|WEB   391" 0 0 "HD 2262" "00 26 12.2018" "-43 40 47.392" "High proper-motion Star" A5IVn 42.0 3.8e-05 3.940000057220459
"*  10 UMa" 0 "*  10 UMa|** KUI   37AB|AG+41  889|AKARI-IRC-V1 J0900380+414655|ASCC  404531|BD+42  1956|CCDM J09007+4147AB|Ci 20  502|CSI+42  1956  1|EUVE J0900+41.7|FK5  339|GC 12434|GCRV  5914|GEN# +1.00076943|GJ   332.0|GJ   332|HD  76943B|HD  76943|HIC  44248|HIP  44248|HR  3579|IDS 08542+4211 AB|IRAS 08573+4158|IRC +40200|JP11  1741|LFT  627|LHS  2093|LSPM J0900+4146|LTT 12355|2MASS J09003845+4146583|N30 2119|NLTT 20721|PLX 2153|PMC 90-93   246|PM 08574+4200|PPM  50954|RBS   736|ROT  1415|RX J0900.6+4147|1RXS J090038.2+414702|SAO  42642|SBC7   361|SBC9 546|SKY# 17385|SRS  30339|TD1 13372|TYC 2986-1978-1|UBV   21470|UBV   21471|UBV    8691|USNO-B1.0 1317-00210938|uvby98 100076943|WDS J09006+4147AB|WEB  8490|YPAC  41|[HFE83]  628|[ZEH2003] RX J0900.6+4147  1" 0 0 "HD 76943B" "09 00 38.3806" "+41 46 58.605" "Spectroscopic binary" F3V+G5V 62.23 8.8e-05 3.9600000381469727
"* alf For A" "NAME Dalim" "NAME Dalim|* alf For A|** HJ 3555A|ADS  2402 A|CCDM J03121-2859A|CD-29  1177A|GJ   127 A|HD  20010A|IDS 03078-2923 A|TYC 6445-990-1|UCAC4 306-003185|WDS J03121-2859A" 0 0 "HD 20010A" "03 12 04.294" "-28 59 20.42" "High proper-motion Star" F6V 0.0 0.0 3.9800000190734863
"* gam Tuc" 0 "* gam Tuc|CPC 20  7399|CPD-58  8062|DENIS J231725.7-581408|FK5  877|GC 32413|GCRV 14599|GEN# +1.00219571|GJ  9818|GSC 08837-01297|HD 219571|HIC 114996|HIP 114996|HR  8848|IRAS 23145-5830|JP11  3608|2MASS J23172579-5814087|N30 5114|PLX 5629|PLX 5629.00|PPM 350952|PPMX J231725.7-581408|ROT  3383|1RXS J231725.7-581407|SACS 504|SAO 247814|SKY# 44141|TD1 29736|TYC 8837-1297-1|UBV   19914|UBV M  26924|UCAC3 64-483240|uvby98 100219571|WEB 20372" 0 0 "HD 219571" "23 17 25.7722" "-58 14 08.628" "High proper-motion Star" F4V 43.37 6.1e-05 3.9800000190734863
"* alf Vol" 0 "* alf Vol|** TOK 9994|** TOK  197|CPC 21  1768|CPD-65  1065|FK5  343|GC 12532|GCRV  5947|GEN# +1.00078045|GJ   333.3|GJ  9284|GSC 08939-02729|HD  78045|HIC  44382|HIP  44382|HR  3615|IRAS 09016-6611|JP11  1759|2MASS J09022678-6623460|N30 2144|PLX 2172|PLX 2172.00|PPM 357086|Renson 22080|ROT  1431|SAO 250422|SKY# 17446|TD1 13521|TYC 8939-2729-1|UBV    8755|UBV M  15078|uvby98 100078045|WDS J09024-6624AB|WEB  8508" 0 0 "HD 78045" "09 02 26.7959" "-66 23 45.872" "Double or multiple star" kA3hA5mA5V 26.11 2.5e-05 3.990000009536743
"* tet Dra" 0 "* tet Dra|*  13 Dra|AG+58 1008|AKARI-IRC-V1 J1601528+583357|ASCC  196481|BD+58  1608|Ci 20  961|2E  3570|2E 1600.9+5842|2EUVE J1601+58.5|EUVE J1601+58.5|FK5  598|GC 21572|GCRV  9227|GEN# +1.00144284|GJ   609.1|GJ  9538|HD 144284|HIC  78527|HIP  78527|HR  5986|IRAS 16009+5842|IRC +60238|JP11  2706|LSPM J1601+5833|LTT 14775|2MASS J16015340+5833544|N30 3605|NLTT 41830|PLX 3644|PLX 3644.00|PMC 90-93   427|PPM  35254|RBS  1549|2RE J1601+583|2RE J160153+583332|RE J160153+583325|RE J160158+583351|RE J1601+583|ROT  2276|RX J1601.8+5833|1RXS J160153.9+583352|SAO  29765|SBC7   562|SBC9 882|SKY# 28935|TD1 18841|TYC 3883-1543-1|UBV   13621|UBV M  21140|USNO-B1.0 1485-00229349|uvby98 100144284|WEB 13275|[HFE83] 1161|[ZEH2003] RX J1601.8+5833  1" 0 0 "HD 144284" "16 01 53.3463" "+58 33 54.905" "Spectroscopic binary" F9V 47.54 -2.7e-05 4.0
"* alf Crv" "NAME Alchiba" "NAME Alchiba|* alf Crv|*   1 Crv|CD-24 10174|CMC  308764|CMC  180505|CPD-24  4786|2E  2594|2E 1205.8-2427|GC 16586|GCRV  7276|GEN# +1.00105452|GJ   455.3|GJ  9389|HD 105452|HIC  59199|HIP  59199|HR  4623|IRAS 12058-2426|IRAS C12058-2426|JP11  2172|2MASS J12082481-2443440|PLX 2796|PLX 2796.00|PPM 259912|RBS  1069|ROT  1784|1RXS J120824.6-244336|SAO 180505|SKY# 22786|TD1 16089|TYC 6672-995-1|UBV   10894|UBV M  17786|uvby98 100105452|WEB 10532|YZ 114  9205" 0 0 "HD 105452" "12 08 24.8165" "-24 43 43.950" "High proper-motion Star" F1V 66.95 9e-06 4.0
"* g UMa" "NAME Alcor" "CCDM J13240+5456D|*  80 UMa|* g UMa|** SHY  248C|** PSF    1|AG+55  887|BD+55  1603|CEL   4258|CSV 101383|GC 18155|GCRV  7966|GEN# +1.00116842|GJ  3785|GSC 03850-01384|HD 116842|HGAM    624|HIC  65477|HIP  65477|HR  5062|IRAS 13232+5514|IRAS F13232+5514|JP11  2393|2MASS J13251353+5459165|NAME Alcor|NSV  6238|PLX 3066|PLX 3066.00|PPM  34021|ROT  1965|2RXP J132513.9+545914|1RXS J132513.8+545920|SAO  28751|SKY# 24753|SV* ZI  1001|TD1 16842|TYC 3850-1384-1|UBV   12110|UBV M  19376|uvby98 100116842|WDS J13239+5456Ca,Cb|WEB 11557" 0 0 "HD 116842" "13 25 13.5378" "+54 59 16.654" "Double or multiple star" A5V+M3-4V 39.91 -3e-05 4.010000228881836
"* I Car" 0 "HD  90589|* I Car|CD-73   576|CPC 21.2  1502|CPD-73   733|CSV 101128|FK5  391|GC 14323|GCRV  6552|GEN# +1.00090589|GJ   391|GSC 09223-02880|HIC  50954|HIP  50954|HR  4102|IRAS 10234-7346|JP11  1949|2MASS J10242373-7401536|N30 2474|NSV  4856|PLX 2451|PLX 2451.00|PPM 370700|ROT  1571|RX J1024.5-7402|1RXS J102421.8-740151|SAO 256710|SKY# 19987|SV* ZI   822|TYC 9223-2880-1|UBV    9656|UBV M  16234|uvby98 100090589|WEB  9321" 0 0 "HD 90589" "10 24 23.7059" "-74 01 53.803" "Variable Star" F3V 61.64 -1.6e-05 4.010000228881836
"* gam02 Nor" 0 "HD 146686|* gam02 Nor|CCDM J16198-5009A|CD-49 10536|CPC  0 14574|CPD-49  9161|CSI-49 10536 21|FK5  604|GC 21933|GCRV  9387|GEN# +1.00146686|GJ  9554|GSC 08320-02290|HIC  80000|HIP  80000|HR  6072|IDS 16124-4955 A|JP11  2723|2MASS J16195043-5009195|N30 3656|PLX 3694|PLX 3694.00|PPM 344876|ROT  7391|SAO 243643|SKY# 29456|TYC 8320-2290-1|UBV   13836|UBV M  21321|UCAC3 80-275815|USNO-B1.0 0398-00532807|WDS J16198-5009A|WEB 13543|[AOP94]  8" 0 0 "HD 146686" "16 19 50.4222" "-50 09 19.822" "High proper-motion Star" K0III 25.33 -9.6e-05 4.019999980926514
"* eps Mus" 0 "V* eps Mus|* eps Mus|CD-67  1216|CPC 21  2613|CPD-67  1931|CSV 101257|GC 16764|GCRV  7353|GEN# +1.00106849|GJ  9402|HD 106849|HIC  59929|HIP  59929|HR  4671|IRAS 12148-6741|JP11  2198|LTT  4624|2MASS J12173426-6757385|NLTT 30236|PLX 2830|PLX 2830.00|PPM 359307|RAFGL 4149|SAO 251830|SKY# 23025|SV* BV   872|SV* ZI   926|TYC 9227-2705-1|UBV   11032|UBV M  18007|WEB 10646|[DS98] 168" 0 0 "HD 106849" "12 17 34.2771" "-67 57 38.648" "Long-period variable star" M4III 10.82 2.4e-05 4.019999980926514
"*  70 Oph" 0 "V* V2391 Oph|*  70 Oph|** STF 2272AB|ADS 11046|ADS 11046 AB|AG+02 2199|AKARI-IRC-V1 J1805273+022951|BD+02  3482|CCDM J18055+0230AB|Ci 20 1073|CSI+02  3482  1|2E  4004|2E 1802.9+0230|1ES 1802+02.5|2EUVE J1805+02.4|EUVE J1805+02.4|GC 24641|GEN# +1.00165341J|GJ   702|HD 165341|HIC  88601|HIP  88601|HR  6752|IDS 18004+0232 AB|IDS 18004+0232|IRAS 18029+0229|IRC +00335|JP11  2926|2MASS J18052735+0229585|N30 4015|PLX 4137|PPM 165145|ROT  5812|SAO 123107|SBC7   660|SBC9 1022|SKY# 32844|TD1 21598|UBV M  22609|UBV M  22611|UBV   15379|uvby98 100165341|WDS J18055+0230AB|WEB 15004|[B10]  4571" 0 0 "HD 165341" "18 05 27.2851" "+02 30 00.355" "Variable of BY Dra type" K0-V 196.72 -2.3e-05 4.03000020980835
"* d Vel" 0 "* d Vel|AKARI-IRC-V1 J0844239-423857|CCDM J08444-4239A|CD-42  4569|Cl* Trumpler   10  STOCK       5|Cl* Trumpler   10      L       1|Cl Trumpler   10     1|CPC  0  6434|CPD-42  2878|CSI-42  4569 21|GC 12050|GCRV  5777|GJ  9276|GJ   321.1|GSC 07683-02233|HD  74772|HIC  42884|HIP  42884|HR  3477|IDS 08408-4217 A|IRAS 08426-4228|JP11  4506|2MASS J08442396-4238572|PLX 2092|PLX 2092.00|PPM 313500|SAO 220371|SKY# 16770|TD1 13030|TYC 7683-2233-1|UBV    8492|UBV M  40192|WDS J08444-4239A|WEB  8286" 0 0 "HD 74772" "08 44 23.9475" "-42 38 57.400" Star G6III 14.25 -7e-06 4.046000003814697
"* alf Cha" 0 "* alf Cha|CPC 21.3   958|CPD-76   507|2E  1973|2E 0819.8-7645|GC 11419|GCRV  5530|GEN# +1.00071243|GJ   305|GSC 09398-02714|HD  71243|HIC  40702|HIP  40702|HR  3318|IRAS 08198-7645|JP11  1675|2MASS J08183157-7655108|PLX 2006|PLX 2006.00|PPM 369878|ROT  1338|1RXS J081830.5-765514|SAO 256496|SKY# 15741|TD1 12420|TYC 9398-2714-1|UBV    8053|UBV M  14317|uvby98 100071243|WEB  7907" 0 0 "HD 71243" "08 18 31.5531" "-76 55 10.996" "High proper-motion Star" F5VFe-0.8 51.12 -4.5e-05 4.046999931335449
"* iot Per" 0 "LHS   166|* iot Per|AG+49  366|AKARI-IRC-V1 J0309050+493647|ASCC  310426|BD+49   857|CCDM J03091+4936A|Ci 20  208|Cl Melotte   20    44|CSI+49   857  1|1E 0305.5+4924|2E   726|2E 0305.5+4925|EUVE J0309+49.6|FK5  112|GC  3740|GCRV  1734|GEN# +5.20200044|GJ   124|HD  19373|HIC  14632|HIP  14632|HR   937|IDS 03018+4914 A|IRAS 03055+4925|IRC +50086|JP11  4560|Koenig  3|LFT  256|LSPM J0309+4936|LTT 11020|2MASS J03090387+4936479|N30  638|NLTT  9973|PLX  647|PLX  647.00|PMC 90-93    81|PM 03054+4925|PPM  45875|ROT   418|SAO  38597|SKY#  4707|SPOCS  153|TD1  1908|TYC 3318-1840-1|UBV    3013|UBV M  40907|UBV M   9338|USNO-B1.0 1396-00079856|uvby98 520200044|WDS J03091+4937A|WEB  2842" 0 0 "HD 19373" "03 09 04.0198" "+49 36 47.799" "High proper-motion Star" G0V 94.87 0.000164 4.050000190734863
"* tet Boo" 0 "LTT 14245|* tet Boo|*  23 Boo|** STT  580A|AG+52  986|ASCC  259809|BD+52  1804|CCDM J14252+5151A|Ci 20  858|CSI+52  1804  1|CSV 101448|2E  3265|2E 1423.4+5204|1ES 1423+52.0|2EUVE J1425+51.8|EUVE J1425+51.8|FK5  531|GC 19467|GCRV  8428|GEN# +1.00126660|GJ   549 A|HD 126660|HIC  70497|HIP  70497|HR  5404|IDS 14218+5219 A|IRAS 14234+5204|IRC +50238|JP11  2511|LSPM J1425+5151|2MASS J14251181+5151029|N30 3272|NLTT 37312|NSV  6669|PLX 3274|PMC 90-93   379|PPM  34508|RBS  1388|2RE J1425+515|2RE J142513+515126|RE J142514+515056|RE J1425+515|ROT  2074|RX J1425.1+5151|RX J1425.2+5151|1RXS J142511.9+515109|SAO  29137|SKY# 26276|SV* ZI  1068|TD1 17485|TYC 3478-1332-1|UBV   12655|UBV M  20184|USNO-B1.0 1418-00270509|uvby98 100126660|WDS J14252+5151A|WEB 12229|[ZEH2003] RX J1425.1+5151  1" 0 0 "HD 126660" "14 25 11.7970" "+51 51 02.676" "High proper-motion Star" F7V 68.82 -3.9e-05 4.050000190734863
"* bet Cir" 0 "* bet Cir|** SML    1A|CPC 20  4785|CPD-58  5875|FK5  561|GC 20526|GCRV  8833|GEN# +1.00135379|GJ   580.1|GJ  9516|GSC 08706-01061|HD 135379|HIC  74824|HIP  74824|HR  5670|IRAS 15135-5836|2MASS J15173088-5848043|N30 3436|PLX 3443.1|PLX 3443.10|PPM 343590|Renson 38420|ROT  2158|SACS 333|SAO 242384|SKY# 27697|TD1 18063|TYC 8706-1061-1|UBV   13148|UBV M  20644|uvby98 100135379|WDS J15175-5848A|WEB 12764" 0 0 "HD 135379" "15 17 30.8501" "-58 48 04.337" "High proper-motion Star" A3Va 32.73 3.2e-05 4.057000160217285
