MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V
"* del01 Vel" "NAME Alsephina" "CCDM J08448-5442A|* del01 Vel|* del Vel A|** I   10A|** KEL    1|CD-54  2351A|GJ   321.3 A|GJ  9278 A|HD  74956A|IDS 08419-5420 A|NAME Alsephina|PMSC 08419-5420A|TYC 8573-3571-1|WDS J08447-5443Aa,Ab|WDS J08447-5443A" 0 0 "HD 74956A" "08 44 42.226" "-54 42 31.76" "Double or multiple star" 0 0.0 0.0 1.9900000095367432
"* bet Cet" "NAME Diphda" "LTT   398|* bet Cet|*  16 Cet|1AXG J004337-1759|BD-18   115|CSV 100058|2E   163|2E 0041.0-1815|1ES 0041-18.2|2EUVE J0043-17.9|EUVE J0043-17.9|FK5   22|GC   865|GCRV   396|GEN# +1.00004128|GJ    31|HD   4128|HIC   3419|HIP   3419|HR   188|IRAS 00410-1815|IRC -20010|JP11   410|2MASS J00433536-1759117|N30  146|NAME Diphda|NLTT  2380|NSV   272|PLX  134|PLX  134.00|PMC 90-93    16|PPM 209214|RAFGL  106|RBS   103|2RE J004335-175907|2RE J0043-175|RE J0043-175|RE J004335-175912|ROT   127|RX J0043.5-1759|1RXS J004335.3-175911|SACS  11|SAO 147420|SKY#  1137|SV* ZI    38|TD1   399|TYC 5847-2333-1|UBV     582|WEB   604|YZ 108   175" 0 0 "HD 4128" "00 43 35.3709" "-17 59 11.782" "High proper-motion Star" G9.5IIICH-1 33.86 4.4e-05 2.009999990463257
"* alf Ari" "NAME Hamal" "LTT 10711|*  13 Ari|* alf Ari|AG+23  175|ASCC  744576|BD+22   306|CSV 100163|FK5   74|GC  2538|GCRV  1160|GEN# +1.00012929|GJ    84.3|GJ  9072|GSC 01758-02416|HD  12929|HIC   9884|HIP   9884|HR   617|IRAS 02043+2313|IRC +20038|JP11   587|LSPM J0207+2327|2MASS J02071038+2327447|N30  431|NAME Hamal|NLTT  7032|NSV   725|PLX  436|PLX  436.00|PMC 90-93    52|PPM  91373|RAFGL 5063|ROT   295|SAO  75151|SKY#  3115|SRS  30074|SV* ZI   111|TD1  1227|TYC 1758-2416-1|UBV    2137|UBV M   8692|USNO-B1.0 1134-00030670|USNO 800|uvby98 100012929|WEB  2075|[B10]   447" 0 0 "HD 12929" "02 07 10.4057" "+23 27 44.703" "High proper-motion Star" K2-IIIbCa-1 49.56 -4.9e-05 2.009999990463257
"* tet Cen" "NAME Menkent" "LHS  2858|* tet Cen|*   5 Cen|CCDM J14067-3622A|CD-35  9260|Ci 20  831|CPC 18  6806|CPD-35  6109|CSI-35  9260 21|FK5  520|GC 19033|GCRV  8272|GEN# +1.00123139|GJ   539|HD 123139|HIC  68933|HIP  68933|HR  5288|IDS 14008-3553 A|IRAS 14037-3607|JP11  2468|LFT 1068|LTT  5502|2MASS J14064097-3622113|N30 3206|NAME Menkent|NLTT 36243|PLX 3206|PLX 3206.00|PMC 90-93   370|PM 14037-3607|PPM 292214|SACS 304|SAO 205188|SKY# 25816|SRS  30520|TD1 17252|TYC 7293-2215-1|UBV   12457|UBV M  19965|WDS J14067-3622A|WEB 12044" 0 0 "HD 123139" "14 06 40.9475" "-36 22 11.837" "High proper-motion Star" K0-IIIb 55.45 4e-06 2.049999952316284
"* bet And" "NAME MIRACH" "LTT 10420|* bet And|*  43 And|ADS   949 A|AG+35  106|ASCC  457661|BD+34   198|CCDM J01097+3537A|CSI+34   198  1|CSV 100088|FK5   42|GC  1400|GCRV   666|GEN# +1.00006860|GJ    53.3|GJ  9044|HD   6860|HIC   5447|HIP   5447|HR   337|IDS 01041+3505|IRAS 01069+3521|IRC +40019|JP11   470|LSPM J0109+3537|2MASS J01094391+3537137|N30  232|NAME MIRACH|NLTT  3848|NSV   414|PLX  238|PLX  238.00|PMC 90-93    29|PPM  66010|Pul -3   90190|RAFGL  164|SAO  54471|SKY#  1772|SRS  30042|TD1   662|TYC 2286-1329-1|UBV    1186|UBV M   7980|USNO-B1.0 1256-00017957|WDS J01097+3537A|WEB  1192|[DS98]  16|[HFE83]   55" 0 0 "HD 6860" "01 09 43.9238" "+35 37 14.007" "High proper-motion Star" M0+IIIa 16.52 0.0 2.049999952316284
"* alf Oph" "NAME Rasalhague" "LTT 15218|* alf Oph|*  55 Oph|* alf Oph A|AG+12 1827|ASCC  965558|BD+12  3252|CCDM J17349+1234A|CSV 101982|CSV 101662|1E 1732.6+1200|2E  3921|2E 1732.6+1235|FK5  656|GAT 1321|GC 23837|GCRV 10159|GEN# +1.00159561|GJ   681|HD 159561|HIC  86032|HIP  86032|HR  6556|IRAS 17326+1235|IRC +10331|JP11  2871|LSPM J1734+1233|2MASS J17345606+1233361|N30 3915|NAME Rasalhague|NLTT 45084|NSV  9189|PLX 4000|PLX 4000.00|PMC 90-93   465|PPM 133563|ROT  2468|1RXS J173456.3+123344|SAO 102932|SKY# 31749|SRS  30656|TD1 20664|TYC 1000-2508-1|UBV   14978|UBV M  22280|USNO-B1.0 1025-00347133|uvby98 100159561|WDS J17349+1234A|WEB 14516|[GS83]  83" 0 0 "HD 159561" "17 34 56.0694" "+12 33 36.134" "High proper-motion Star" A5III 67.13 3.9e-05 2.069999933242798
"* bet Per" "NAME Algol C" "V* bet Per|* bet Per|*  26 Per|* bet Per B|* bet Per C|* bet Per A|** LAB    2|** BU  526A|ADS  2362 A|AG+40  360|BD+40   673|CCDM J03082+4057A|CEL    301|CSI+40   673  1|1E 0304.8+4045|2E   724|2E 0304.9+4045|1ES 0304+40.7|2EUVE J0308+40.9|EUVE J0308+40.9|FK5  111|GAT 1267|GC  3733|GCRV  1731|GEN# +1.00019356|GJ  9110|GJ  9110 A|HD  19356|H 0307+40|HIC  14576|HIP  14576|HR   936|IDS 03017+4034 A|IRAS 03048+4045|IRC +40055|JP11   752|2MASS J03081012+4057204|2MAXI J0308+410|N30  636|NAME Algol C|NAME Algol B|NAME Algol A|NAME Algol|PLX  646|PMC 90-93    80|PMSC 03017+4034A|PPM  45864|RAFGL  443|2RE J0308+405|2RE J030809+405736|RE J030810+405734|RE J0308+405|ROT   417|RX J0308.1+4057|1RXS J030810.0+405727|SAO  38592|SBC7   114|SBC7   113|SBC9 158|SBC9 157|SKY#  4684|TD1  1905|TYC 2851-2168-1|UBV   21464|UBV M   9337|WDS J03082+4057A|WDS J03082+4057Aa,Ab|WEB  2834|WEB  2833|1XRS 03049+407|XSS J03089+4101|[B10]   708|[BM83] X0304+407|AAVSO 0301+40" 0 0 "HD 19356" "03 08 10.1324" "+40 57 20.328" "Eclipsing binary of Algol type" B8V 36.27 1.3e-05 2.119999885559082
"* bet Leo" "NAME Denebola" "V* bet Leo|* bet Leo|*  94 Leo|ADS  8314 A|AG+14 1239|ASCC  952815|BD+15  2383|CCDM J11490+1433A|Ci 20  663|CSI+15  2383  1|CSV 101225|FK5  444|GC 16189|GCRV  7151|GEN# +1.00102647|GJ   448.0|GJ   448|HD 102647|HGAM    606|HIC  57632|HIP  57632|HR  4534|IDS 11440+1508 A|IRAS 11464+1451|IRC +10247|JP11  2102|LFT  853|LHS  2462|LSPM J1149+1434|LTT 13249|2MASS J11490366+1434197|N30 2755|NAME Denebola|NLTT 28642|NSV  5349|PLX 2738|PLX 2738.00|PMC 90-93   319|PM 11465+1451|PPM 128576|ROT  1752|SAO  99809|SKY# 22318|SV* ZI   900|TD1 15885|TYC  870-988-1|UBV   10637|UBV M  17408|USNO-B1.0 1045-00205720|uvby98 100102647|WDS J11491+1434A|WEB 10349|[HFE83]  827" 0 0 "HD 102647" "11 49 03.5783" "+14 34 19.409" "Variable Star of delta Sct type" A3Va 90.91 -1e-06 2.130000114440918
"* zet01 UMa" "NAME Mizar A" "NAME Mizar A|* zet UMa A|*  79 UMa A|* zet01 UMa|** STF 1744A|** PEA    1|ADS  8891 A|AG+55  884|AKARI-IRC-V1 J1323557+545529|BD+55  1598|BD+55  1598A|CCDM J13240+5456AB|CEL   4252|CSI+55  1598  1|CSV 101381|FK5  497|GC 18133|GCRV  7958|GJ  3783 A|HD 116656|HGAM    622|HR  5054|IRAS 13219+5511|IRC +60224|N30 3065|NSV  6224|PLX 3062|PMC 90-93   353|PMSC 13199+5527A|PMSC 13199+5527Aab|PPM  34007|RAFGL 1621S|Renson 33650|ROT  3516|SAO  28737|SBC7   485|SBC9 764|SKY# 24722|SV* ZI  1000|TYC 3850-1385-1|UBV   12100|WDS J13239+5456Aa,Ab|WDS J13239+5456A|WEB 11538|WISE J132355.98+545527.5|[HFE83]  949" 0 0 "HD 116656" "13 23 55.543" "+54 55 31.30" "Spectroscopic binary" A1.5Vas 38.01 -1.9e-05 2.2300000190734863
"* alf CrB" "NAME Alphecca" "V* alf CrB|*   5 CrB|* alf CrB|* alf CrB A|* alf CrB B|AG+26 1496|ASCC  690485|BD+27  2512|EUVE J1534+26.7|FK5  578|GC 20947|GCRV  8990|GEN# +1.00139006|GJ  9524|GSC 02029-01690|HD 139006|HGAM    637|HIC  76267|HIP  76267|HR  5793|IRAS 15325+2652|IRC +30275|JP11  2622|LSPM J1534+2642|2MASS J15344125+2642529|N30 3502|NAME Alphecca|PLX 3519|PLX 3519.00|PMC 90-93   410|PPM 104146|ROT  2204|RX J1534.6+2642|1RXS J153441.5+264252|SAO  83893|SBC7   545|SBC9 850|SKY# 28165|SRS  30578|TD1 18384|TYC 2029-1690-1|UBV   21417|UBV M  20847|USNO-B1.0 1167-00260913|uvby98 100139006|WEB 12948|[HFE83] 1115|[ZEH2003] RX J1534.6+2642  1" 0 0 "HD 139006" "15 34 41.2680" "+26 42 52.894" "Eclipsing binary of Algol type" A1IV 43.46 6e-06 2.240000009536743
"* bet Cas" "NAME Caph" "V* bet Cas|* bet Cas|*  11 Cas|ADS   107 A|AG+58   16|ASCC  155033|BD+58     3|CCDM J00092+5909A|CEL     30|Ci 20   10|CSI+58     3  1|2E    20|2E 0006.5+5851|FK5    2|GC   147|GCRV    69|GEN# +1.00000432|GJ     8|HD    432|HIC    746|HIP    746|HR    21|IDS 00038+5836 A|IRAS 00065+5852|IRC +60004|JP11   346|LFT   15|LHS  1027|LSPM J0009+5908|LTT 10046|2MASS J00091071+5908591|N30   17|NAME Caph|NLTT   389|PLX   16|PLX   16.00|PMC 90-93     2|PPM  25054|RAFGL   21|ROT    60|1RXS J000910.1+590903|SAO  21133|SKY#   277|TD1    38|TYC 3664-1985-1|UBV      63|UBV M   7167|USNO-B1.0 1491-00004186|USNO-A2.0 1425-00225287|uvby98 100000432|WDS J00092+5909A|WEB   125|[HFE83]    5" 0 0 "HD 432" "00 09 10.6851" "+59 08 59.212" "Variable Star of delta Sct type" F2III 59.58 1.4e-05 2.2699999809265137
"* eps Sco" "NAME Larawag" "LHS  3244|* eps Sco|*  26 Sco|CD-34 11285|Ci 20 1011|CPC 17  8806|CPD-34  6635|CSV 101607|1E 1646.9-3412|FK5  628|GC 22640|GCRV  9669|GEN# +1.00151680|GJ   639.1|GJ  9579|HD 151680|HIC  82396|HIP  82396|HR  6241|IRAS 16469-3412|JP11  2790|LFT 1303|LPM 620|LTT  6711|2MASS J16500982-3417355|N30 3757|NAME Larawag|NLTT 43615|NSV  7983|PLX 3823|PLX 3823.00|PMC 90-93   449|PM 16469-3412|PPM 295532|SACS 366|SAO 208078|SKY# 30312|SRS  30628|TD1 19558|TYC 7367-804-1|UBV   14234|UBV M  21690|WEB 13910" 0 0 "HD 151680" "16 50 09.8108" "-34 17 35.633" "High proper-motion Star" K1III 51.19 -8e-06 2.2899999618530273
"* bet UMa" "NAME Merak" "NAME Merak|*  48 UMa|* bet UMa|AG+56  832|BD+57  1302|CEL   3775|CSV 101172|FK5  416|GC 15145|GCRV  6809|GEN# +1.00095418|GJ  9343|GSC 03827-01079|HD  95418|HGAM    601|HIC  53910|HIP  53910|HR  4295|IRAS 10588+5639|IRC +60206|JP11  2018|2MASS J11015046+5622566|N30 2593|NSV  5053|PLX 2567|PLX 2567.00|PMC 90-93   298|PPM  32912|Renson 27493|ROT  1646|SAO  27876|SKY# 21076|SV* ZI   863|TD1 15303|TYC 3827-1079-1|UBV   10075|UBV M  16711|uvby98 100095418|WEB  9758|[HFE83]  770|AAVSO 1055+56" 0 0 "HD 95418" "11 01 50.4765" "+56 22 56.733" "High proper-motion Star" A1IVps 40.9 -4.4e-05 2.369999885559082
"* alf Phe" "NAME Ankaa" "NAME Ankaa|* alf Phe|CD-42   116|Ci 20   32|CPC  0   173|CPD-42    34|FK5   12|GC   519|GCRV   237|GEN# +1.00002261J|GJ  9013|GSC 07527-01031|HD   2261|HIC   2081|HIP   2081|HR    99|IRAS 00238-4234|JP11   384|LTT   231|2MASS J00261699-4218216|N30   77|NLTT  1388|PLX   71|PPM 304876|RAFGL   64|SAO 215093|SBC7    16|SBC9 21|SKY#   732|TD1   223|TYC 7527-1031-1|UBV     321|uvby98 100002261|WEB   393" 0 0 "HD 2261" "00 26 17.0514" "-42 18 21.553" "Spectroscopic binary" K0.5IIIb 38.5 0.000249 2.369999885559082
"* alf Cep" "NAME Alderamin" "NAME Alderamin|*   5 Cep|* alf Cep|ADS 14858 A|AG+62 1226|AKARI-IRC-V1 J2118349+623508|ASCC  144910|BD+61  2111|CCDM J21186+6236A|CEL   5294|CSI+61  2111  1|FK5  803|GC 29848|GCRV 13408|GEN# +1.00203280J|GJ   826|HD 203280|HIC 105199|HIP 105199|HR  8162|IDS 21162+6210 A|IRAS 21174+6222|IRC +60310|JP11  3335|LSPM J2118+6235|2MASS J21183475+6235081|N30 4712|NSV 13660|PLX 5139|PLX 5139.00|PMC 90-93   563|PPM  22755|ROT  3108|SAO  19302|SKY# 40575|TD1 27973|TYC 4252-1870-1|UBV   18421|UBV M  25623|USNO-B1.0 1525-00356034|uvby98 100203280|WDS J21186+6235A|WEB 19106|[HFE83] 1431|AAVSO 2116+62" 0 0 "HD 203280" "21 18 34.7723" "+62 35 08.068" "High proper-motion Star" A8Vn 66.5 -5.3e-05 2.4600000381469727
"* eta Oph A" 0 "BD-15  4467A|* eta Oph A|ADS 10374 A|CCDM J17104-1544A|CSI-15  4467  4|GJ  9587 A|GJ   656.1 A|Renson 43800|TYC 6232-1333-1|WDS J17104-1544A" 0 0 0 "17 10 22.653" "-15 43 30.57" "High proper-motion Star" A2(V) 0.0 0.0 2.4630000591278076
"* eps Cyg" "NAME Aljanah" "CCDM J20462+3358A|* eps Cyg B|* eps Cyg|* eps Cyg A|*  53 Cyg|** LEP   96A|** BU  676A|** STT  594A|** CHR  100|ADS 14274 A|AG+33 2000|ASCC  627550|BD+33  4018|Ci 20 1229|CSI+33  4018  2|CSI+33  4018  1|FK5  780|GC 28959|GCRV 13020|GEN# +1.00197989|GJ  9707 B|GJ   806.1 B|GJ   806.1 A|GJ  9707 A|HD 197989|HIC 102488|HIP 102488|HR  7949|IDS 20422+3336 A|IRAS 20442+3347|IRC +30451|JP11  3274|LHS  5358a|LHS  5358b|LSPM J2046+3358E|LTT 16072|LTT 16073|2MASS J20461266+3358128|N30 4592|NAME Aljanah|NLTT 49863|PLX 4959|PMC 90-93   549|PPM  85489|RAFGL 2648|ROT  3035|SAO  70474|SKY# 39364|SRS  30780|TD1 27254|TYC 2695-4139-1|UBV   21446|UBV   17995|UBV M  25157|USNO-B1.0 1239-00446554|uvby98 100197989 A|WDS J20462+3358Aa,Ab|WDS J20462+3358A|WEB 18565|[RHG95]  3250" 0 0 "HD 197989" "20 46 12.6823" "+33 58 12.925" "Double or multiple star" K0III 44.86 -4.1e-05 2.4800000190734863
"* del Leo" "NAME Zosma" "LTT 13027|* del Leo|*  68 Leo|AG+20 1243|ASCC  776748|BD+21  2298|BDS  5709 A|CCDM J11141+2032A|CSI+21  2298  1|CSV 101190|FK5  422|GC 15438|GCRV  6892|GEN# +1.00097603|GJ   419|HD  97603|HGAM    602|HIC  54872|HIP  54872|HR  4357|IDS 11088+2104 A|IRC +20226|JP11  2038|LSPM J1114+2031|2MASS J11140651+2031258|N30 2637|NAME Zosma|NLTT 26691|NSV  5143|PLX 2614|PLX 2614.00|PMC 90-93   304|PPM 100996|ROT  1671|SAO  81727|SKY# 21407|SRS  30422|SV* ZI   877|TD1 15474|TYC 1439-2479-1|UBV   10242|UBV M  16901|USNO-B1.0 1105-00197091|uvby98 100097603|WDS J11141+2031A|WEB  9902|YPAC  46" 0 0 "HD 97603" "11 14 06.5014" "+20 31 25.385" "High proper-motion Star" A5IV(n) 55.82 -7e-05 2.5299999713897705
"* alf Ser" "NAME Unukalhai" "NAME Unukalhai|* alf Ser|*  24 Ser|ADS  9765 A|AG+06 1833|BD+06  3088|CCDM J15442+0626A|CSI+06  3088  1|1E 1541.8+0633|EIC   443|FK5  582|GC 21158|GCRV  9079|GEN# +1.00140573|GJ   596.2|GJ  9528|GSC 00363-01135|HD 140573|HIC  77070|HIP  77070|HR  5854|IDS 15393+0644 A|IRAS 15418+0634|IRC +10294|JP11  2639|2MASS J15441605+0625324|N30 3536|NSV 20391|PLX 3557|PLX 3557.00|PMC 90-93   413|PPM 161854|RAFGL 1794|ROT  2218|SAO 121157|SKY# 28456|TD1 18514|TYC  363-1135-1|UBV   13403|UBV M  20939|USNO 859|uvby98 100140573|WDS J15443+0626A|WEB 13072|YZ   6  7063|[GS83] 134|[HFE83] 1136|AAVSO 1539+06" 0 0 "HD 140573" "15 44 16.0743" "+06 25 32.263" "High proper-motion Star" K2IIIbCN1 44.1 9e-06 2.630000114440918
"* bet Ari" "NAME Sheratan" "NAME Sheratan|* bet Ari|*   6 Ari|** MKT    3|AG+20  171|BD+20   306|CCDM J01546+2048AB|CEL    180|CSV 100146|FK5   66|GC  2309|GCRV  1058|GEN# +1.00011636|GJ    80|HD  11636|HIC   8903|HIP   8903|HR   553|IRAS 01518+2033|IRC +20031|JP11   551|2MASS J01543840+2048291|N30  395|NSV   658|PLX  394|PLX  394.00|PMC 90-93    48|PPM  91184|Renson 2970|ROT   269|SAO  75012|SBC7    67|SBC9 98|SKY#  2798|SRS  30066|SV* ZI   101|TD1  1090|TYC 1212-1935-1|UBV    1907|UBV M   8501|uvby98 100011636|WDS J01546+2049AB|WEB  1872|YZ  20   543" 0 0 "HD 11636" "01 54 38.4109" "+20 48 28.913" "Spectroscopic binary" kA4hA5mA5Va 55.6 -1e-05 2.6500000953674316
"* del Sgr" "NAME Kaus Media" "NAME Kaus Media|* del Sgr|*  19 Sgr|** SEE  350A|ADS 11264 A|CCDM J18210-2950A|CD-29 14834|CPD-29  5513|CSI-29 14834 21|FK5  687|GC 25024|GCRV 10810|GEN# +1.00168454|GJ  9626|GJ   710.1|GSC 06856-02170|HD 168454|HIC  89931|HIP  89931|HR  6859|IDS 18146-2952 A|IRAS 18177-2951|IRC -30376|JP11  2958|2MASS J18205962-2949412|N30 4070|NSV 24403|PLX 4205|PLX 4205.00|PMC 90-93   490|PPM 268275|RAFGL 2126|SACS 400|SAO 186681|SKY# 33467|SRS  30687|TD1 22169|TYC 6856-2170-1|UBV   15597|UBV M  22841|UCAC4 301-222408|WDS J18210-2950A|WEB 15356|WISE J182059.56-294940.8|YZ 119 11865|[L91b] 289|[M64] -29  48" 0 0 "HD 168454" "18 20 59.6435" "-29 49 41.165" Star K2.5IIIaCN0.5 9.38 -6.8e-05 2.6679999828338623
"* eta Boo" "NAME Muphrid" "NAME Muphrid|* eta Boo|*   8 Boo|** SHJ  169A|AG+18 1285|ASCC  869594|1AXG J135440+1823|BD+19  2725|BDS  6670 A|CCDM J13547+1824A|CSI+19  2725  1|1E 1352.3+1838|2E  3150|2E 1352.3+1838|EXO 1352.3+1838|FK5  513|GC 18805|GCRV  8204|GEN# +1.00121370|GJ   534|GJ   534 A|GJ   534 B|HD 121370|HIC  67927|HIP  67927|HR  5235|IDS 13499+1854 A|IRAS 13522+1838|IRC +20267|JP11  2455|LSPM J1354+1823|LTT 14060|2MASS J13544106+1823514|N30 3162|NLTT 35643|NSV 19993|PLX 3175|PLX 3175.00|PMC 90-93   365|PPM 130166|RAFGL 4923S|ROT  2011|RX J1354.7+1824|RX J1354.6+1824|1RXS J135441.2+182410|SAO 100766|SBC7   503|SBC9 794|SKY# 25509|SRS  30513|TD1 17144|TYC 1470-1157-1|UBV   12376|UBV M  19832|USNO-B1.0 1083-00239773|USNO 849|uvby98 100121370|WDS J13547+1824A|WEB 11935|YZ  18  5045|Zkh 205|[HFE83]  987|[TSA98] J135440.09+182358.11|[TSA98] J135439.99+182321.10|[ZEH2003] RX J1354.6+1824  1" 0 0 "HD 121370" "13 54 41.0789" "+18 23 51.794" "Spectroscopic binary" G0IV 87.75 2e-06 2.680000066757202
"* del Cas" "NAME Ruchbah" "V* del Cas|* del Cas|*  37 Cas|** BUP   19A|AG+59  128|ASCC  106973|BD+59   248|CCDM J01259+6014A|CEL    139|CSI+59   248  1|FK5   48|GC  1715|GCRV   805|GEN# +1.00008538|GJ    58.1|HD   8538|HIC   6686|HIP   6686|HR   403|IDS 01193+5943 A|IRAS 01225+5958|IRC +60050|IRCO  2978|JP11   494|LSPM J0125+6014|LTT 10509|2MASS J01254889+6014070|N30  290|NAME Ruchbah|NLTT  4718|PLX  287|PLX  287.00|PMC 90-93    34|PPM  12969|ROT   202|SAO  22268|SKY#  2155|TD1   800|TYC 4031-3289-1|UBV    1491|UBV M   8159|USNO-B1.0 1502-00052721|uvby98 100008538|WDS J01258+6014A|WEB  1460|[HFE83]   75" 0 0 "HD 8538" "01 25 48.9514" "+60 14 07.022" "Eclipsing binary of Algol type" A5IV 32.81 2.2e-05 2.680000066757202
"* iot Cen" 0 "LTT  5138|* iot Cen|CD-36  8497|CPC 18  6388|CPD-36  5880|FK5  496|GC 18039|GCRV  7925|GEN# +1.00115892|GJ  9441|GJ   508.1|HD 115892|HIC  65109|HIP  65109|HR  5028|IRAS 13177-3626|JP11  2385|2MASS J13203582-3642443|N30 3057|NLTT 33743|PLX 3048|PLX 3048.00|PMC 90-93   352|PPM 291265|ROT  1956|SACS 287|SAO 204371|SKY# 24636|SRS  30496|TYC 7275-2074-1|UBV   12043|UBV M  19277|uvby98 100115892|WEB 11498|[B10]  3452" 0 0 "HD 115892" "13 20 35.8173" "-36 42 44.244" "High proper-motion Star" kA1.5hA3mA3Va 55.49 0.0 2.7300000190734863
"* gam Vir" "NAME Porrima" "CCDM J12417-0127AB|*  29 Vir|* gam Vir|** STF 1670AB|ADS  8630 AB|BD-00  2601|CSI-00  2601  5|1ES 1239-01.1|GEN# +1.00110379J|GJ   482.0|GSC 04949-01120|HD 110379J|HIP  61941|IDS 12366-0054 AB|IRAS 12390-0110|IRC +00223|JP11  2269|2MASS J12413962-0126580|NAME Porrima|RAFGL 1571|2RE J1241-012|2RE J124140-012632|RX J1241.6-0127|1RXS J124139.7-012706|TD1 16433|UBV   11380|uvby98 100110379|WDS J12417-0127AB" 0 0 "HD 110379J" "12 41 39.6434" "-01 26 57.742" "Double or multiple star" F1V+F0mF2V 85.58 -6.8e-05 2.740000009536743
"* eta Dra" "NAME Athebyne" "NAME Athebyne|* eta Dra|*  14 Dra|ADS 10058 A|AG+61  940|BD+61  1591|CCDM J16239+6130A|CSI+61  1591  3|CSI+61  1591  1|CSV 102800|1E 1623.4+6137|GC 22101|GCRV  9453|GEN# +1.00148387J|GJ   624.1 A|GJ  9561 A|GSC 04190-02568|HD 148387|HIC  80331|HIP  80331|HR  6132|IDS 16226+6144 A|IRAS 16232+6137|IRC +60242|JP11  2751|2MASS J16235949+6130509|NSV  7713|PLX 3740|PPM  19869|RAFGL 4223|ROT  2344|1RXS J162359.6+613100|SAO  17074|SKY# 29564|TD1 19199|TYC 4190-2568-1|UBV   13920|WDS J16240+6131A|WEB 13593" 0 0 "HD 148387" "16 23 59.4859" "+61 30 51.169" "High proper-motion Star" G8-IIIab 35.42 -5.1e-05 2.740000009536743
"* alf02 Lib" "NAME Zubenelgenubi" "NAME Zubenelgenubi|*   9 Lib|* alf02 Lib|* alf Lib A|BD-15  3966|BDS  7018 A|CCDM J14508-1602A|FK5  548|GC 19975|GCRV  8623|GEN# +1.00130841|GJ   564.1|GJ  9499|GSC 06155-01210|HD 130841|HIC  72622|HIP  72622|HR  5531|IDS 14453-1537 A|IRAS 14481-1550|IRC -20271|JP11  2543|2MASS J14505274-1602302|N30 3351|NSV  6827|PLX 3351|PLX 3351.00|PMC 90-93   389|PPM 229372|Renson 37210|ROT  2118|SACS 320|SAO 158840|SKY# 26964|TYC 6155-1210-1|UBV   12928|UBV M  20396|uvby98 100130841|WDS J14509-1603A|WEB 12484" 0 0 "HD 130841" "14 50 52.7130" "-16 02 30.395" "Spectroscopic binary" kA2hA5mA4IV-V 43.03 -3.3e-05 2.75
"* bet Eri" "NAME Cursa" "NAME Cursa|*  67 Eri|* bet Eri|** BUP   74A|BD-05  1162|CCDM J05079-0506A|CEL    541|CSI-05  1162  1|CSV 100450|2E  1221|2E 0505.4-0508|FK5  188|GC  6274|GCRV  3046|GEN# +1.00033111|GJ  9175|HD  33111|HIC  23875|HIP  23875|HR  1666|IDS 05030-0513 A|IRAS 05053-0509|IRC -10081|JP11   990|2MASS J05075100-0505109|N30 1097|NSV  1841|PLX 1158|PLX 1158.00|PMC 90-93   135|PPM 187729|ROT   728|1RXS J050750.5-050455|SAO 131794|SKY#  8057|SV* ZI   351|TD1  4059|TYC 4759-1671-1|UBV    4929|UBV M  10648|uvby98 100033111|WDS J05078-0505A|WEB  4660" 0 0 "HD 33111" "05 07 50.9854" "-05 05 11.205" "High proper-motion Star" A3IV 36.5 -2e-05 2.7899999618530273
"* bet Hyi" 0 "LHS     6|* bet Hyi|CD-77    15|Ci 20   31|CPC 21.3    43|CPD-77    16|CSV 100028|FAUST   12|FK5   11|GC   503|GCRV   232|GEN# +1.00002151|GJ    19|HD   2151|HIC   2021|HIP   2021|HR    98|IRAS 00235-7731|JP11   381|LFT   43|LPM  22|LTT   226|2MASS J00254416-7715157|N30   76|NLTT  1346|NSV   161|PLX   69|PLX   69.00|PM 00232-7732|PPM 366918|SAO 255670|SKY#   715|SPOCS   20|SV* ZI    21|TD1   212|TYC 9350-1626-1|UBV     309|UBV M   7368|uvby98 100002151|WEB   376|Zkh   9" 0 0 "HD 2151" "00 25 45.0703" "-77 15 15.286" "High proper-motion Star" G0V 134.07 7.7e-05 2.7899999618530273
"* lam Sgr" "NAME Kaus Borealis" "NAME Kaus Borealis|* lam Sgr|*  22 Sgr|** WFC  208A|CD-25 13149|CPD-25  6523|FK5  692|GC 25180|GCRV 10927|GEN# +1.00169916|GJ   713.1|GJ  9627|GSC 06861-03180|HD 169916|HIC  90496|HIP  90496|HR  6913|IRAS 18248-2527|IRC -30386|JP11  2976|2MASS J18275824-2525175|N30 4095|PLX 4239|PLX 4239.00|PMC 90-93   493|PPM 268438|RAFGL 2163|SAO 186841|SKY# 33733|SRS  30692|TD1 22433|TYC 6861-3180-1|UBV M  22949|UBV   15677|WDS J18280-2525A|WEB 15500|YZ 115 12791|[SC95] M 633|[SC96] Mis 1384" 0 0 "HD 169916" "18 27 58.2407" "-25 25 18.114" "High proper-motion Star" K1IIIb 41.72 -0.000144 2.809999942779541
