MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V Distance_distance Distance_unit Distance_method
"GJ   467 B" "" "LHS   329|CSI-71-12259|GCRV 26289|GJ   467 B|IDS 12228-7034 B|LFT  912|L   68-27|LPM 429|LTT  4723|2MASS J12284295-7127553|UCAC3 38-79625|USNO-B1.0 0185-00249438|WDS J12287-7129B" "" "" "" "12 28 42.952" "-71 27 55.33" "High proper-motion Star" M4.5V "" -0.0003770 15.5 "" "" ""
"HD 108581" "" "LTT  4728|BD-17  3632|Gaia DR1 3517119169320007808|GCRV 63282|GEN# +1.00108581|GJ   468|HD 108581|HIC  60866|HIP  60866|2MASS J12283157-1817499|MCC 658|NLTT 30849|PPM 225895|SAO 157311|StKM 2-839|TYC 6106-104-1|UBV   11208|UCAC4 359-062677|UGP 296|WEB 10833|YZ 108  4792" "" "" "HD 108581" "12 28 31.5942" "-18 17 50.242" "High proper-motion Star" K5Vk: 42.420 -0.0000180 9.22700023651123 24.5900 pc ST-L
"Wolf  414" "" "LHS  2565|ASCC 1043727|BPS BS 16990-0067|Ci 20  711|CSI+08-12265|G  60-7|G  12-38|GJ   469|HIC  60910|HIP  60910|LFT  914|LSPM J1228+0825|LTT 13517|2MASS J12285759+0825316|NLTT 30879|NSV  5647|PLX 2877.00|PLX 2877|PM J12289+0825|StKM 2-843|TYC  874-489-1|UCAC4 493-058997|USNO-B1.0 0984-00236373|Wolf  414|[RHG95]  1954" "" "" "" "12 28 57.5869" "+08 25 31.872" "High proper-motion Star" M4V 75.850 -0.0000350 12.04699993133545 13.1800 pc ST-L
"HD 108754" "" "HD 108754|BD-02  3528|Ci 20  712|Gaia DR1 3681515639643570432|GC 17025|GCRV  7511|GEN# +1.00108754|G  13-43|GJ  9408|GJ   469.1|HIC  60956|HIP  60956|LFT  916|LHS  2566|LPM 432|LTT  4738|2MASS J12294273-0319582|NLTT 30910|PLX 2879|PLX 2879.00|PM 12272-0303|PPM 195544|SAO 138815|SBC9 2330|TYC 4944-379-1|UBV   11222|UBV M  18278|uvby98 100108754|WEB 10847|YZC 17  4605|YZ  93  4605" "" "" "HD 108754" "12 29 42.7355" "-03 19 58.698" "Spectroscopic binary" G6V 20.100 0.0000010 9.029999732971191 "" "" ""
"HD 108799" "" "CCDM J12301-1324AB|** BU   28|** LV   19A|ADS  8573 AB|AKARI-IRC-V1 J1230046-132335|BD-12  3647|CSI-12  3647  2|GC 17036|GCRV  7517|GEN# +1.00108799J|GJ   469.2|HD 108799|HIC  60994|HIP  60994|HR  4758|IDS 12249-1250|IRAS 12274-1306|LTT  4745|2MASS J12300479-1323350|PLX 2881|PPM 225928|RBS  1119|1RXS J123004.7-132334|SAO 157326|SKY# 23375|SRS  11032|TD1 16309|UBV   11231|UBV   11232|uvby98 100108799|WDS J12301-1324AB|WEB 10857|YZC 11  4539" "" "" "HD 108799" "12 30 04.7743" "-13 23 35.460" "Double or multiple star" G1/2V 40.570 0.0000060 6.349999904632568 "" "" ""
"HD 108799A" "" "GJ   469.2 A|** BU   28A|ADS  8573 A|CCDM J12301-1324A|CSI-12  3647  1|GJ  9409 A|HD 108799A|TYC 5533-1791-1|WDS J12301-1324A" "" "" "HD 108799A" "12 30 04.782" "-13 23 35.39" "High proper-motion Star" "" "" "" 6.489999771118164 "" "" ""
"HD 108799B" "" "BD-12  3647B|** BU   28B|ADS  8573 B|CCDM J12301-1324B|CSI-12  3647  3|GJ   469.2 B|GJ  9409 B|HD 108799B|WDS J12301-1324B" "" "" "HD 108799B" "12 30 04.723" "-13 23 33.57" "High proper-motion Star" "" "" "" 9.579999923706055 "" "" ""
"* gam Cru" "NAME Gacrux" "LTT  4752|* gam Cru|CCDM J12312-5706A|CD-56  4504|CPC 20  3840|CPD-56  5272|CSV 101285|FK5  468|GC 17052|GCRV  7528|GEN# +1.00108903|GJ   470|HD 108903|HIC  61084|HIP  61084|HR  4763|IDS 12256-5633 A|IRAS 12283-5650|JP11  2226|2MASS J12310993-5706474|N30 2892|NAME Gacrux|NLTT 30973|NSV  5672|PPM 341058|RAFGL 4150|SAO 240019|SKY# 23406|SV* BV   839|SV* ZI   944|TYC 8654-3422-1|UBV   11239|UBV M  18297|WDS J12312-5707A|WEB 10875|[DS98] 174|[L91b] 208" "" "" "HD 108903" "12 31 09.9596" "-57 06 47.568" "High proper-motion Star" M3.5III 36.830 0.0000700 1.6399999856948853 "" "" ""
"BD+09  2636" "" "LHS  2570|AG+09 1522|ASCC 1043799|BD+09  2636|Ci 20  713|GCRV  7534|GCRV 63331|GEN# +0.00902636|G  60-9|G  12-39|GJ   471|HIC  61094|HIP  61094|IRAS F12287+0905|LFT  919|LSPM J1231+0848|LTT 13532|2MASS J12311578+0848380|MCC 662|NLTT 30983|PLX 2885|PLX 2885.00|PM J12312+0848|PPM 158926|SAO 119451|StKM 2-846|TYC  874-452-1|UBV   11249|UBV M    379|UCAC2  34847574|UCAC4 495-057823|USNO-B1.0 0988-00222223|VVO 337|WEB 10877|Wolf  417|YZ   9  6152|[RHG95]  1966" "" "" "" "12 31 15.8057" "+08 48 38.163" "High proper-motion Star" M0V 73.280 0.0000510 9.663999557495117 13.6500 pc ST-L
"BD+34  2323" "" "BD+34  2323|AG+33 1165|Gaia DR1 1517804402608491776|GAT 1002|GEN# +0.03402323|GJ   471.1|GSC 02528-02021|HIC  61140|HIP  61140|IRAS 12292+3345|2MASS J12314472+3329143|NGP 34  82|PPM  76542|SAO  63050|TYC 2528-2021-1|UBV M   2505|[M60b]+34 248" "" "" "" "12 31 44.7460" "+33 29 14.290" Star K4V 1.300 "" 9.100000381469727 "" "" ""
"* eta Crv" "" "LTT  4755|* eta Crv|*   8 Crv|BD-15  3489|CEL   4119|Ci 20  714|GC 17087|GCRV  7546|GEN# +1.00109085|GJ  9411|GJ   471.2|HD 109085|HIC  61174|HIP  61174|HR  4775|IRAS F12294-1555|IRAS 12294-1555|JP11  2232|2MASS J12320424-1611455|NLTT 31021|NSV  5690|PLX 2887|PLX 2887.00|PPM 225971|RBS  1126|ROT  1838|1RXS J123204.3-161145|SAO 157345|SKY# 23438|TD1 16338|TYC 6103-2394-1|UBV   11265|UBV M  18330|uvby98 100109085|WEB 10892|YZ 105  4810" "" "" "HD 109085" "12 32 04.2265" "-16 11 45.616" "High proper-motion Star" F2V 54.700 -0.0000090 4.309999942779541 "" "" ""
"HD 109200" "" "LHS  2577|AKARI-IRC-V1 J1233306-684523|CD-68  1095|Ci 20  715|CPC 21.1  2273|CPD-68  1684|Gaia DR1 5856411864879231744|GC 17107|GCRV 63351|GEN# +1.00109200|GJ   472|HD 109200|HIC  61291|HIP  61291|IRAS 12305-6828|LFT  922|LPM 434|LTT  4766|2MASS J12333137-6845211|NLTT 31077|PLX 2889|PLX 2889.00|PM 12306-6828|PPM 359484|SAO 251953|SKY# 23479|SPOCS  536|TYC 9228-2488-1|UBV   11274|UBV M  18340|WEB 10907" "" "" "HD 109200" "12 33 31.3826" "-68 45 20.912" "High proper-motion Star" K1V 61.840 0.0000090 7.139999866485596 16.1800 pc ST-L
"Wolf  424" "" "V* FL Vir|** REU    1|Ci 20  716|Cl* Melotte   25    EGG      43|CSI+09-12309  1|CSI+09-12309  2|2E  2769|2E 1230.7+0918|GCRV  7553|G  12-43|G  60-14|GJ   473|GSC 00874-00306|IDS 12309+0918 AB|IRAS F12307+0917|JP11  5149|JP11  5148|LFT  923|LHS   333|LSPM J1233+0901|LTT 13546|2MASS J12331738+0901157|NLTT 31083|PLX 2890.00|PLX 2890|PM J12332+0901|PM 12308+0918|RBS  1128|RX J1233.3+0901|1RXS J123319.0+090110|StKM 2-849|UBV   11279|UCAC4 496-058936|USNO-B1.0 0990-00217846|VVO  74|WDS J12335+0901AB|WEB 10904|Wolf  424|Zkh 179|Zkh 180|[FS2003] 0637|[GKL99] 264|[GKL99] 265|[RHG95]  1972|[RHG95]  1973" "" "" "" "12 33 17.383" "+09 01 15.77" "Flare Star" M5.5V 227.900 0.0000030 12.467000007629395 3.0000 pc ST-L
"HD 109345" "" "HD 109345|AG+33 1168|BD+34  2333|GAT 1007|GC 17125|GCRV  7561|GEN# +1.00109345|GJ   474|GSC 02528-02277|HIC  61320|HIP  61320|HR  4784|IRAS 12313+3339|JP11  2235|2MASS J12334742+3323047|NGP 34  91|PLX 2894.00|PLX 2894|PPM  76569|SAO  63072|SKY# 23493|TYC 2528-2277-1|UBV M  18361|UBV   11285|WEB 10913|[M60b]+33 261" "" "" "HD 109345" "12 33 47.4148" "+33 23 04.806" Star K0III 7.860 -0.0001410 6.230000019073486 "" "" ""
"* bet CVn" "NAME Chara" "NAME Chara|*   8 CVn|* bet CVn|** BU 1433A|** BNU    4|AG+41 1128|ASCC  409308|BD+42  2321|CCDM J12337+4121AB|Ci 20  718|1E 1231.3+4137|FK5  470|GC 17127|GCRV  7563|GEN# +1.00109358|GJ   475|HD 109358|HIC  61317|HIP  61317|HR  4785|IRAS 12313+4137|IRC +40236|JP11  2236|LFT  924|LHS  2579|LSPM J1233+4121|LTT 13552|2MASS J12334454+4121270|N30 2905|NLTT 31117|NSV  5725|PLX 2895|PLX 2895.00|PMC 90-93   334|PPM  53064|RAFGL 4852S|ROT  1842|1RXS J123341.3+412133|SAO  44230|SBC7   466|SKY# 23491|SPOCS  537|TD1 16363|TYC 3020-2541-1|UBV M  18362|UBV   11286|USNO-B1.0 1313-00232014|uvby98 100109358|WDS J12337+4121Aa,Ab|WDS J12337+4121A|WEB 10914|Zkh 181" "" "" "HD 109358" "12 33 44.5448" "+41 21 26.924" "Spectroscopic binary" G0V 118.490 0.0000220 4.25 8.3710 pc ST-L
"Wolf  427" "" "LHS  2582|ASCC 1043919|Ci 20  719|CSI+10-12309|CSI+10-12325|Gaia DR1 3903318367968260224|GALEX 6378937815946758526|GEN# +9.80012044|GEN# +6.10010476|G  60-18|G  12-44|GJ   476|HIC  61413|HIP  61413|LFT  925|LSPM J1235+0949|2MASS J12350069+0949425|NLTT 31181|PLX 2901|PM J12350+0949|PM 12325+1006|StKM 2-851|TYC  874-538-1|UBV M  42956|UCAC2  35218157|UCAC4 500-058669|USNO-B1.0 0998-00224240|Wolf  427|[RHG95]  1977" "" "" "" "12 35 00.7054" "+09 49 42.564" "High proper-motion Star" M1V 55.750 0.0001050 11.404999732971191 18.2800 pc ST-L
"CD-45  7872" "" "LHS  2585|CD-45  7872|CF 10128|Ci 20  720|CPD-45  5975|CSI-45-12332|CSV 102713|GCRV 20422|GEN# +6.10010477|GEN# -0.04507872|GJ   477|HIC  61495|HIP  61495|LFT  926|LPM 436|LTT  4791|2MASS J12355841-4556202|NLTT 31230|NSV  5760|PLX 2904|PLX 2904.00|PM J12359-4556|TYC 8232-1276-1|UBV M  42957|UCAC4 221-066036|[RHG95]  1980" "" "" "" "12 35 58.4103" "-45 56 20.739" "High proper-motion Star" M1.0 52.670 0.0000850 11.095999717712402 18.9900 pc ST-L
"HD 109655" "" "HD 109655|AG+46  934|AGKR 11282|BD+46  1797|DO 34119|FK5 5110|Gaia DR1 1541967545018710400|GC 17171|GEN# +1.00109655|GJ   477.1|GSC 03456-01865|HIC  61487|HIP  61487|2MASS J12355308+4546512|N30 2909|NGP 46  93|PLX 2906.01|PPM  53077|SAO  44240|SKY# 23543|TYC 3456-1865-1|UBV M  18401|Zkh 183" "" "" "HD 109655" "12 35 53.0952" "+45 46 51.499" Star K5III 1.820 -0.0000230 7.300000190734863 "" "" ""
"LHS  2587" "" "LHS  2587|Ci 20  722|CSI-76-12337|Gaia DR1 5788811965856679680|GCRV 26291|GEN# +6.10010478|GJ   478|HIC  61563|HIP  61563|LFT  928|L   38-15|LPM 435|LTT  4794|2MASS J12364875-7657174|NLTT 31253|NSV  5770|PLX 2905|PLX 2905.00|TYC 9416-2538-1|UBV M  42958|[RHG95]  1981" "" "" "" "12 36 48.7711" "-76 57 17.654" "High proper-motion Star" M 29.080 -0.0000740 10.949999809265137 "" "" ""
"CD-51  6859" "" "LHS   336|CD-51  6859|CF 10155|Ci 20  724|CPD-51  5356|GEN# -0.05106859|GJ   479|HIC  61629|HIP  61629|LFT  930|L  255-20|LPM 438|LTT  4806|2MASS J12375231-5200055|NLTT 31327|PLX 2910|PLX 2910.00|PM J12378-5200|PM 12351-5144|1RXS J123753.6-515957|TYC 8244-3175-1|UBV   11329|UCAC4 190-073336|Zkh 184|[RHG95]  1983" "" "" "" "12 37 52.2183" "-52 00 05.314" "High proper-motion Star" M3V(e) 103.180 0.0000100 10.663000106811523 9.6900 pc ST-L
"HD 110010" "" "HD 110010|AG+79  362|AGKR 11315|BD+80   389|FK5 5112|GC 17208|GCRV  7594|GEN# +1.00110010|GJ  9414|GJ   479.1|GSC 04554-00408|HIC  61597|HIP  61597|2MASS J12371922+7912556|PLX 2917|PLX 2917.00|PPM   8205|RX J1237.3+7912|1RXS J123719.0+791247|SAO   7614|SBC9 2551|SKY# 23572|TYC 4554-408-1|uvby98 100110010|WEB 10957|[ZEH2003] RX J1237.3+7912  1" "" "" "HD 110010" "12 37 19.1799" "+79 12 55.739" "Spectroscopic binary" G0 28.260 -0.0000610 6.989999771118164 "" "" ""
"Wolf  433" "" "LHS   338|ASCC  954292|Ci 20  726|CSI+11-12364|GALEX 3085073634393327396|GCRV  7601|GEN# +9.80060024|G  60-24|G  61-5|GJ   480|HIC  61706|HIP  61706|LFT  933|LSPM J1238+1141|LTT 13588|2MASS J12385241+1141461|NLTT 31394|PLX 2915|PLX 2915.00|PM J12388+1141|PM 12364+1158|TYC  878-1104-1|UCAC4 509-053260|USNO-B1.0 1016-00213233|WEB 10979|Wolf  433|Zkh 185|[RHG95]  1988" "" "" "" "12 38 52.4401" "+11 41 46.176" "High proper-motion Star" M3.5Ve 69.590 -0.0000140 11.501999855041504 14.3700 pc ST-L
"GJ  9415" "" "LHS   340|Ci 20  729|CSI-43-12380|GCRV 26292|GJ  9415|GJ   480.1|HIC  61874|HIP  61874|LFT  935|LP  399-68|LPM 442|LTT  4836|2MASS J12404633-4333595|NLTT 31495|PLX 2919.00|PLX 2919|PM 12381-4318|PM J12407-4333|TYC 7783-576-1|[RHG95]  1992" "" "" "" "12 40 46.2889" "-43 33 58.953" "High proper-motion Star" M3V 128.520 -0.0000890 12.23900032043457 7.7800 pc ST-L
"HD 110296" "" "HD 110296|AG+34 1216|BD+34  2342|DO 14624|Gaia DR1 1515257005965968896|GEN# +1.00110296|GJ   480.2|GSC 02533-02028|HIC  61887|HIP  61887|IRAS 12384+3422|2MASS J12405275+3406164|NGP 34  99|PLX 2922.01|PPM  76654|SAO  63134|SKY# 23651|TYC 2533-2028-1|UBV M  18489|Zkh 186|[M60b]+34 327" "" "" "HD 110296" "12 40 52.7366" "+34 06 16.417" Star K4III 2.720 -0.0000180 7.800000190734863 "" "" ""
"HD 110315" "" "G  61-8|AG+15 1323|AGKR 11358|ASCC  867649|BD+16  2404|Ci 20  731|Gaia DR1 3934198152034691584|GC 17256|GCRV 63476|GEN# +1.00110315|G  59-33|GJ   481|GSC 01446-01139|HD 110315|HIC  61901|HIP  61901|IRAS 12385+1539|LSPM J1241+1522|LTT 13603|2MASS J12410647+1522359|MCC 670|N30 2922|NLTT 31530|PLX 2922.0|PLX 2922.02|PPM 129246|SAO 100205|SKY# 23655|StKM 2-856|TYC 1446-1139-1|UBV M  18494|UCAC4 527-053710|USNO-B1.0 1053-00212326|VVO 153|WEB 11002|YZC 18  4726|YZ  15  4726" "" "" "HD 110315" "12 41 06.4777" "+15 22 36.006" "High proper-motion Star" K4.5V 71.560 0.0000830 7.900000095367432 14.1800 pc ST-L
"* gam Vir" "NAME Porrima" "CCDM J12417-0127AB|*  29 Vir|* gam Vir|** STF 1670AB|ADS  8630 AB|BD-00  2601|CSI-00  2601  5|1ES 1239-01.1|GEN# +1.00110379J|GJ   482.0|GSC 04949-01120|HD 110379J|HIP  61941|IDS 12366-0054 AB|IRAS 12390-0110|IRC +00223|JP11  2269|2MASS J12413962-0126580|NAME Porrima|RAFGL 1571|2RE J1241-012|2RE J124140-012632|RX J1241.6-0127|1RXS J124139.7-012706|TD1 16433|UBV   11380|uvby98 100110379|WDS J12417-0127AB" "" "" "HD 110379J" "12 41 39.6434" "-01 26 57.742" "Double or multiple star" F1V+F0mF2V 85.580 -0.0000680 2.740000009536743 "" "" ""
"* gam Vir A" "" "LHS  2604|* gam Vir A|*  29 Vir A|** STF 1670A|ADS  8630 A|AG-01 1685|BD-00  2601A|CCDM J12417-0127A|Ci 20  732|CSI-00  2601  1|CSV 101317|2EUVE J1241-01.4|EUVE J1241-01.4|GC 17270|GCRV  7623|GJ   482 A|HD 110379|HR  4825|IDS 12366-0054 A|LFT  937|LPM 444|LTT  4843|N30 2927|NLTT 31564|NSV  5859|PLX 2924|PMC 90-93  6089|PM 12391-0110|RBS  1143|ROT  1871|SAO 138917|SKY# 23673|TYC 4949-1120-1|UBV   11379|uvby98 100110379 A|WDS J12417-0127A|WEB 11013" "" "" "HD 110379" "12 41 39.983" "-01 26 58.25" "High proper-motion Star" F1V "" -0.0000660 3.440000057220459 "" "" ""
"* gam Vir B" "" "HD 110380|*  29 Vir B|* gam Vir B|* gam Vir S|** STF 1670B|ADS  8630 B|BD-00  2601B|CCDM J12417-0127B|CSI-00  2601  2|FAUST 3376|GCRV  7624|GEN# +1.00110380|GJ   482 B|HIC  61941|HR  4826|IDS 12366-0054 B|LFT  938|LHS  2605|LTT  4844|N30 2926|NLTT 31565|Renson 32087|ROT  1872|TYC 4949-1120-2|uvby98 100110380|WDS J12417-0127B|WEB 11014" "" "" "HD 110380" "12 41 39.813" "-01 26 57.63" "Peculiar Star" F0mF2V "" -0.0000660 3.4839999675750732 "" "" ""
"HD 110833" "" "G 199-36|AG+52  901|ASCC  257857|BD+52  1650|Ci 20  735|GC 17326|GCRV  7644|GEN# +1.00110833|GJ   483|HD 110833|HIC  62145|HIP  62145|LSPM J1244+5145|LTT 13630|2MASS J12441457+5145336|NLTT 31724|PLX 2933|PLX 2933.00|PPM  33702|RX J1244.2+5145|1RXS J124414.7+514545|SAO  28499|SKY# 23737|TYC 3458-2234-1|UBV   11438|UBV M  18570|USNO-B1.0 1417-00250695|uvby98 100110833|WEB 11045|YZC 26  4133|YZ  52  4133|[ZEH2003] RX J1244.2+5145  1" "" "" "HD 110833" "12 44 14.5451" "+51 45 33.488" "High proper-motion Star" K3V 67.200 0.0000320 7.039999961853027 "" "" ""
"*  10 CVn" "" "LTT 13635|*  10 CVn|AG+39 1289|AGKR 11418|ASCC  494493|BD+40  2570|Gaia DR1 1521686709446648448|GC 17337|GCRV  7646|GEN# +1.00110897|GJ   484|HD 110897|HIC  62207|HIP  62207|HR  4845|IRAS 12426+3933|JP11  2287|LSPM J1244+3916|2MASS J12445938+3916441|NLTT 31760|PLX 2935|PLX 2935.00|PPM  76701|ROT  1881|SAO  63177|SKY# 23751|TD1 16464|TYC 3021-2548-1|UBV   11448|UBV M  18582|USNO-B1.0 1292-00227840|uvby98 100110897|WEB 11051|YPAC 517" "" "" "HD 110897" "12 44 59.4051" "+39 16 44.097" "High proper-motion Star" F9V_Fe-0.3 57.550 0.0002680 5.949999809265137 "" "" ""
"HD 111180" "" "HD 111180|AG+32 1160|AGKR 11444|BD+33  2269|DO 14638|Gaia DR1 1514079841329111936|GEN# +1.00111180|GJ   484.1|GSC 02531-02146|HIC  62386|HIP  62386|IRAS 12446+3250|2MASS J12470772+3234041|NGP 33 138|PPM  76720|SAO  63190|SKY# 23806|TYC 2531-2146-1|UBV M  18641|[M60b]+33 419" "" "" "HD 111180" "12 47 07.7358" "+32 34 03.803" Star K5III-IV 2.460 0.0000620 7.730000019073486 "" "" ""
"BD+32  2274" "" "G 164-20|AG+31 1164|ASCC  588020|BD+32  2274|Gaia DR1 1513382304280825088|GCRV 63558|GEN# +0.03202274|GJ   485|GSC 02531-00658|HIC  62406|HIP  62406|LSPM J1247+3112|LTT 13647|2MASS J12472011+3112494|MCC 297|NGP 32 115|NLTT 31900|PLX 2941.03|PPM  76722|StKM 2-866|TYC 2531-658-1|UCAC2  42758817|UCAC4 607-047738|USNO-B1.0 1212-00200432|WEB 11081|[M60b]+31 419" "" "" "" "12 47 20.1158" "+31 12 49.002" "High proper-motion Star" K7V 34.570 0.0000080 9.881999969482422 "" "" ""
"Wolf  437" "" "LHS   341|ASCC 1044254|Ci 20  737|CSI+10-12455|GCRV  7668|GEN# +9.80060032|G  60-32|GJ   486|HIC  62452|HIP  62452|LFT  947|LSPM J1247+0945|LTT 13654|2MASS J12475664+0945050|NLTT 31933|PLX 2943.00|PLX 2943|PM 12455+1002|PM J12479+0945|TYC  882-1111-1|UCAC4 499-057760|USNO-B1.0 0997-00232152|WEB 11090|Wolf  437|Zkh 187|[RHG95]  2009" "" "" "" "12 47 56.6255" "+09 45 05.035" "High proper-motion Star" M3.5Ve 119.470 0.0000640 11.395000457763672 6.0000 pc ST-L
"HD 111395" "" "V* LW Com|AG+25 1365|ASCC  779268|BD+25  2568|FK5 3021|GC 17400|GCRV  7674|GEN# +1.00111395|GJ   486.1|GPM 192.196924+24.840483|GSC 01990-03779|HD 111395|HIC  62523|HIP  62523|HR  4864|IRAS 12462+2506|LAL 23900|LSPM J1248+2450|LTT 13660|2MASS J12484706+2450250|NLTT 31976|PLX 2945|PLX 2945.00|PPM 102174|Pul -3 1020012|RX J1248.8+2450|1RXS J124848.1+245031|SAO  82511|SKY# 23850|SPOCS  542|TD1 16492|TYC 1990-3779-1|UBV   11509|UBV M  18679|USNO-B1.0 1148-00198693|uvby98 100111395|WEB 11098|YZ  25  6253|[ZEH2003] RX J1248.8+2450  1" "" "" "HD 111395" "12 48 47.0484" "+24 50 24.818" "Variable of BY Dra type" G5V 59.060 -0.0000300 6.289999961853027 "" "" ""
"V* DP Dra" "" "V* DP Dra|** DEL    4|AC +66  3955-0|AC +66  3955|ASCC   83066|Ci 20  742|CSI+66-12471|2EUVE J1249+66.0|EUVE J1249+66.0|GCRV  7680|GEN# +6.10010487|GEN# +9.80237078|G 237-78|GJ   487|HIC  62556|HIP  62556|JP11  5150|LSPM J1249+6606|LTT 13665|2MASS J12490273+6606366|MCC 676|NLTT 32013|PLX 2949|PLX 2949.00|PM J12490+6606|PMSC 12451+6639Aabc|RBS  1162|RX J1249.0+6606|1RXS J124903.8+660643|StKM 2-877|TYC 4168-824-1|UCAC4 781-023612|USNO-B1.0 1561-00140118|WDS J12490+6607AB|WEB 11104|Zkh 188|[GKL99] 269|[RHG95]  2017|[ZEH2003] RX J1249.0+6606  3" "" "" "" "12 49 02.7563" "+66 06 36.664" "Flare Star" M3V 97.910 -0.0000570 10.838000297546387 "" "" ""
"HD 111631" "" "G  14-6|AG-00 1774|BD+00  2989|Ci 18 1633|DO  3290|Gaia DR1 3689602272788441600|GC 17435|GCRV  7688|GEN# +1.00111631|G  60-41|GJ   488|HD 111631|HIC  62687|HIP  62687|IRAS 12481-0029|JP11  2306|LTT  4913|2MASS J12504357-0046047|MCC 675|NLTT 32069|PLX 2951|PLX 2951.00|PM J12507-0046|PPM 178892|SAO 138992|StKM 2-878|TYC 4950-67-1|UBV   11547|UBV M  18725|UCAC4 447-054239|UGP 307|uvby98 100111631|WEB 11119|YZC 21  3469|YZ  90  3469|[RHG95]  2024" "" "" "HD 111631" "12 50 43.5668" "-00 46 05.268" "High proper-motion Star" M0V 93.690 0.0000160 8.470000267028809 10.5700 pc ST-L
"* n Cen" "" "* n Cen|CD-39  7893|CPC 18  6110|CPD-39  5755|FAUST 3545|FK5  482|GC 17489|GCRV  7710|GEN# +1.00111968|GJ  9422|GJ   488.1|GSC 07776-01664|HD 111968|HIC  62896|HIP  62896|HR  4889|IRAS 12506-3954|JP11  2315|2MASS J12532619-4010440|N30 2969|PLX 2958|PLX 2958.00|PMC 90-93   341|PPM 317899|ROT  1901|SACS 279|SAO 203907|SKY# 23968|SRS  30482|TD1 16527|TYC 7776-1664-1|UBV   11598|UBV M  18772|uvby98 100111968|WEB 11152|[BBW2000] FC  46" "" "" "HD 111968" "12 53 26.2000" "-40 10 43.944" "High proper-motion Star" A4IV 21.950 -0.0000080 4.269999980926514 "" "" ""
"BD-05  3596" "" "G  14-12|** LDS 4294A|BD-05  3596|CCDM J12549-0620A|1ES 1252-06.0|Gaia DR1 3677293377554127872|GEN# -0.00503596|GJ  9424|GJ   488.2|HIC  63023|HIP  63023|LTT  4937|2MASS J12545603-0620189|MCC 682|NLTT 32283|PLX 2964.1|PPM 195958|Ross  970|StKM 2-889|TYC 4956-371-1|UBV   11644|UCAC4 419-056047|WDS J12549-0620A" "" "" "" "12 54 56.0070" "-06 20 18.974" "High proper-motion Star" K4V 25.190 0.0000180 10.413000106811523 "" "" ""
"GJ   488.2 B" "" "GJ   488.2 B|** LDS 4294B|CCDM J12549-0620B|2MASS J12545514-0620038|NLTT 32281|UCAC3 168-126280|WDS J12549-0620B|[GKL99] 271|[RHG95]  2032" "" "" "" "12 54 55.116" "-06 20 03.94" "Flare Star" M5.0V "" "" "" "" "" ""
"HD 112575" "" "LTT  4959|BD-13  3627|GCRV  7741|GEN# +1.00112575|GJ   489|GSC 05542-00842|HD 112575|HIC  63257|HIP  63257|IRC +04070|2MASS J12574396-1427486|NLTT 32430|PLX 2972|PPM 226591|SAO 157623|TYC 5542-842-1|UBV   11696|UGP 310|WEB 11213|Wolf 1060|YZ 104  4657" "" "" "HD 112575" "12 57 43.9559" "-14 27 48.628" "High proper-motion Star" K4.5V 41.610 -0.0000230 9.12600040435791 24.0300 pc ST-L
"BD+36  2322" "" "V* BF CVn|** LDS 5764A|** LEP   60A|** BWL   35Aa,Ab|ASCC  494777|BD+36  2322A|BD+36  2322|BPS BS 16466-0080|CCDM J12577+3514A|1E 1255.3+3529|2E  2920|2E 1255.3+3529|1ES 1255+35.4|2EUVE J1257+35.2|EUVE J1257+35.2|GCRV 63729|GEN# +0.03602322A|G 164-32|G 123-75|GJ   490 A|HIC  63253|HIP  63253|LSPM J1257+3513E|2MASS J12574030+3513306|MCC 298|NGP 36 157|NLTT 32441|PM J12576+3513E|RBS  1191|2RE J1257+351|2RE J125739+351316|RE J125740+351235|RE J1257+351|2RXP J125740.4+351324|RX J1257.6+3513|RX J1257.6+3514|1RXS J125740.2+351334|StKM 2-892|1SWASP J125740.26+351330.1|TYC 2534-825-1|UCAC4 627-047804|USNO-B1.0 1252-00202776|WDS J12576+3514A|WDS J12576+3514Aa,Ab|WEB 11211|[FS2003] 0656|[GKL99] 273|[GKL99] 272|[RHG95]  2035|[SLS2012] PYC J12576+3513S|[TSA98] J125740.45+351345.03|[ZEH2003] RX J1257.6+3513  2" "" "" "" "12 57 40.2602" "+35 13 29.970" "Variable of BY Dra type" M0V+M4/5V 51.930 -0.0000320 10.520000457763672 18.0000 pc ST-L
"BD+36  2322B" "" "G 164-31|** LDS 5764B|** BWL   35Ba,Bb|ASCC  494776|BD+36  2322B|BPS BS 16466-0079|CCDM J12577+3514B|CSI+35-12553|GALEX 2491196617905933870|GEN# +0.03602322B|GJ   490 B|LSPM J1257+3513W|2MASS J12573935+3513194|NLTT 32438|NSV  6039|PM J12576+3513W|TYC 2534-825-2|UCAC4 627-047803|USNO-B1.0 1252-00202773|USNO 324|WDS J12576+3514B|WDS J12576+3514Ba,Bb|[RHG95]  2036|[ZEH2003] RX J1257.6+3513  1" "" "" "" "12 57 39.3160" "+35 13 19.139" "High proper-motion Star" M4.5V 45.000 -0.0000190 13.15999984741211 18.0000 pc ST-L
