MAIN_ID ID_NAME IDS ID_NGC ID_M ID_HD RA DEC OTYPE_V SP_TYPE PLX_VALUE Z_VALUE FLUX_V Distance_distance Distance_unit Distance_method
"* bet Vir" "NAME Zavijava" "LHS  2465|* bet Vir|*   5 Vir|AG+02 1527|ASCC 1136083|BD+02  2489|CCDM J11507+0146A|Ci 20  665|CSI+02  2489  1|2E  2544|2E 1148.1+0202|FK5  445|GC 16215|GCRV  7160|GEN# +1.00102870J|GJ   449|HD 102870|HIC  57757|HIP  57757|HR  4540|IDS 11454+0219 A|IRAS 11481+0202|IRC +00212|JP11  2112|LFT  854|LSPM J1150+0145|LTT 13264|2MASS J11504173+0145528|N30 2758|NAME Zavijava|NLTT 28736|PLX 2739|PLX 2739.00|PMC 90-93   320|PM 11481+0203|PPM 158259|RBS  1041|ROT  1754|RX J1150.6+0146|1RXS J115041.4+014603|SAO 119076|SDSS J115041.71+014552.7|SKY# 22350|SPOCS  510|TD1 15895|TYC  273-924-1|UBV   10653|UBV M  17429|USNO-B1.0 0917-00221705|uvby98 100102870|WDS J11507+0146A|WEB 10364|2XMM J115041.7+014553|YZ   2  4361|Zkh 170|[HFE83]  830|[ZEH2003] RX J1150.6+0146  1" "" "" "HD 102870" "11 50 41.7182" "+01 45 52.991" "High proper-motion Star" F9V 91.500 0.0000160 3.5999999046325684 "" "" ""
"MCC 135" "" "NLTT 28756|ASCC  493254|BD+36  2219|1E 1148.5+3533|2E  2549|2E 1148.5+3533|Gaia DR1 4031586157514097024|GALEX 6374645382681461560|GCRV 62809|GEN# +0.03602219|G 148-13|GJ   450|HIC  57802|HIP  57802|LSPM J1151+3516|2MASS J11510737+3516188|MCC 135|NGP 36  11|NSV 18958|PLX 2739.02|PM J11511+3516|RX J1151.1+3516|1RXS J115107.6+351617|SDSS J115106.57+351627.2|StKM 2-770|TYC 2526-2357-1|UCAC2  44138604|UCAC4 627-046883|USNO-B1.0 1252-00192674|VVO 172|WEB 10371|Zkh 172|[RHG95]  1855|[TSA98] J115108.43+351632.73|[ZEH2003] RX J1151.1+3516  1" "" "" "" "11 51 07.3366" "+35 16 19.249" "Low-mass star (M<1solMass)" M1.5V 113.980 0.0000010 9.802000045776367 8.0000 pc ST-L
"HD 103095" "" "LHS    44|AC2000 1342199|AG+38 1155|ASCC  493288|BD+38  2285|Ci 20  666|CSI+38  2285  1|CSI+38  2285  2|FK5 1307|GC 16253|GCRV  7170|GEN# +1.00103095|G 176-64|G 148-18|G 122-51|GJ   451|Gmb 1830|HD 103095|HIC  57939|HIP  57939|HR  4550|JP11  2117|LAL 22369|LFT  855|LSPM J1152+3743|LTT 13276|2MASS J11525880+3743060|N30 2765|NGP 38  28|NLTT 28839|NSV  5374|PLX 2745|PLX 2745.00|PMC 90-93   904|PM 11501+3805|PPM  76134|SAO  62738|SKY# 22410|SPOCS  511|TD1 15918|TYC 3014-574-1|UBV   10675|UBV M  17454|USNO-B1.0 1277-00248147|USNO 841|uvby98 100103095|V* CF UMa|WEB 10381|Zkh 173|Zkh 174|[GKL99] 250|[RHG95]  1860" "" "" "HD 103095" "11 52 58.7693" "+37 43 07.234" "High proper-motion Star" K1V_Fe-1.5 109.990 -0.0003280 6.449999809265137 "" "" ""
"GJ   452" "" "LHS  2470|CSI-07-11507|CSI-07-11508|GEN# +9.85673042|GJ   452|HIC  57959|HIP  57959|LFT  858|L  901-10|LP  673-42|LPM 402|LTT  4416|2MASS J11531609-0722273|NLTT 28864|NLTT 28863|NSV  5376|PLX 2747.1|PM J11532-0722|PM 11507-0705|UCAC4 414-053630|[RHG95]  1863|[RHG95]  1862" "" "" "" "11 53 16.0875" "-07 22 27.673" "High proper-motion Star" M2.5 51.100 0.0000850 11.894000053405762 19.5700 pc ST-L
"Ross  119" "" "GJ   452.1|ASCC 1042670|Ci 20  667|CSI+10-11516|GEN# +9.80012004|G  12-4|G  57-28|GJ  9375|LFT  859|LHS  2472|LSPM J1154+0948|LTT 13283|2MASS J11540788+0948227|NLTT 28894|PLX 2750.1|PLX 2750.10|PM J11541+0948|Ross  119|TYC  864-271-1|UBV M  42580|UCAC2  35216982|UCAC4 500-057862|USNO-B1.0 0998-00216918|[GKL99] 252|[RHG95]  1866" "" "" "" "11 54 07.912" "+09 48 22.82" "Flare Star" M4.0V 96.100 "" 12.85200023651123 "" "" ""
"HD 103437" "" "CCDM J11544-3745AB|** HWE   71|AKARI-IRC-V1 J1154256-374456|CD-37  7536|CPC 18  5605|CPD-37  4953|CSI-37  7536 21|GC 16280|GEN# +1.00103437J|GJ  9377|GJ   452.2|HD 103437|HIC  58057|HIP  58057|HR  4557|IDS 11494-3712 AB|IRAS 11518-3727|LTT  4427|2MASS J11542580-3744561|NLTT 28913|PLX 2751|PLX 2751.00|PPM 289496|SAO 202926|SKY# 22436|TD1 15940|TYC 7742-1391-1|UBV   10699|uvby98 100103437|WDS J11544-3745AB" "" "" "HD 103437" "11 54 25.8141" "-37 44 56.162" "Double or multiple star" F7V 19.760 -0.0000400 6.460000038146973 "" "" ""
"HD 103432" "" "LHS  6214|AG+19 1174|AGKR 10680|ASCC  866368|BD+20  2658|BDS  5960 A|CCDM J11546+1925A|Ci 20  668|GC 16283|GCRV  7183|GEN# +1.00103432|G 121-29|GJ   452.3 A|GJ  9378 A|HD 103432|HIC  58067|HIP  58067|IDS 11494+1958 A|LSPM J1154+1924|LTT 13287|2MASS J11543209+1924404|NLTT 28915|PLX 2753|PPM 128646|SAO  99858|SPOCS  512|TYC 1443-454-1|UBV   10698|UCAC2  38618780|USNO-B1.0 1094-00195073|uvby98 100103432|WDS J11545+1925A|WEB 10398|YZC 25  4393|YZ  19  4393" "" "" "HD 103432" "11 54 32.0685" "+19 24 40.425" "High proper-motion Star" G6V 24.690 0.0000200 8.220000267028809 "" "" ""
"HD 103431" "" "LHS  6215|** STT 4112B|AG+19 1175|ASCC  866371|BD+20  2659|BDS  5960 B|CCDM J11546+1925B|Ci 20  669|Gaia DR1 3975223061170650240|GC 16284|GCRV  7184|GEN# +1.00103431|G 121-30|GJ  9378 B|GJ   452.3 B|HD 103431|HIC  58073|HIP  58073|IDS 11494+1958 B|LSPM J1154+1925|LTT 13286|2MASS J11543510+1925402|NLTT 28923|PPM 128649|SAO  99861|TYC 1443-475-1|UBV   10697|UCAC2  38618783|USNO-B1.0 1094-00195105|uvby98 100103431|WDS J11545+1925B|WEB 10397|YZC 25  4394|YZ  19  4394" "" "" "HD 103431" "11 54 35.0803" "+19 25 40.174" "High proper-motion Star" G5 25.310 0.0000170 8.430000305175781 "" "" ""
"BD+29  2228" "" "G 121-31|ASCC  684095|BD+29  2228|BSD  56-318|Gaia DR1 4008018297572012672|GCRV 62845|GEN# +0.02902228|G 148-20|GJ   452.4|GJ  9379|GSC 01987-00666|HIC  58099|HIP  58099|LSPM J1154+2844|LTT 13293|2MASS J11545743+2844159|MCC 136|NGP 29  13|NLTT 28939|StKM 2-779|TYC 1987-666-1|UCAC2  41888668|UCAC4 594-047534|USNO-B1.0 1187-00193790|WEB 10401|[RHG95]  1872" "" "" "" "11 54 57.4564" "+28 44 15.355" "High proper-motion Star" K7V 36.400 -0.0000230 10.5 "" "" ""
"HD 103493A" "" "GJ   452.5 A|** HLD  114A|CCDM J11550-5606A|CPD-55  4711A|CSI-55  4711 42|GJ  9380 A|HD 103493A|IDS 11500-5532 A|2MASS J11550133-5605458|TYC 8635-2005-1|UCAC4 170-074786|WDS J11550-5606A" "" "" "HD 103493A" "11 55 01.341" "-56 05 45.55" "High proper-motion Star" G0V 32.300 0.0002390 7.2870001792907715 "" "" ""
"HD 103493B" "" "GJ   452.5 B|** HLD  114B|CCDM J11550-5606B|CPD-55  4711B|CSI-55  4711 43|GJ  9380 B|HD 103493B|IDS 11500-5532 B|2MASS J11550138-5605490|TYC 8635-2005-2|UCAC4 170-074787|WDS J11550-5606B" "" "" "HD 103493B" "11 55 01.401" "-56 05 49.23" "High proper-motion Star" G4V 32.300 0.0001820 7.730000019073486 "" "" ""
"HD 103932" "" "LHS   319|CD-26  8883|Ci 20  673|Ci 18 1487|CPD-26  4626|2E  2562|2E 1155.3-2725|FK5 5052|Gaia DR1 3487062438426209280|GC 16365|GCRV  7208|GEN# +1.00103932|GJ   453|HD 103932|HIC  58345|HIP  58345|IRAS 11553-2725|LFT  865|LPM 407|LTT  4450|2MASS J11575619-2742251|NLTT 29099|PLX 2762|PLX 2762.00|PM 11555-2725|PPM 259689|SAO 180337|SKY# 22529|SRS  10684|TYC 6674-576-1|UBV   10741|UBV M  17565|uvby98 100103932|WEB 10432|YZ 117  7792|Zkh 175" "" "" "HD 103932" "11 57 56.2065" "-27 42 25.365" "High proper-motion Star" K4+V 98.450 0.0001620 6.964000225067139 10.1600 pc ST-L
"HD 104304" "" "LHS  5206|AKARI-IRC-V1 J1200444-102646|BD-09  3413|Ci 20  675|GC 16421|GCRV  7221|GEN# +1.00104304|GJ   454|HD 104304|HIC  58576|HIP  58576|HR  4587|IRAS 11581-1009|LAL 22585|LFT  868|LPM 409|LTT  4476|2MASS J12004444-1026452|N30 2789|NLTT 29280|PLX 2767|PLX 2767.00|PPM 225244|SAO 157041|SKY# 22597|SPOCS  515|TD1 16004|TYC 5521-1366-1|UBV   10775|UBV M  17612|uvby98 100104304|WEB 10453|YZC 11  4445|[B10]  3137" "" "" "HD 104304" "12 00 44.4513" "-10 26 45.652" "High proper-motion Star" G8IV 78.350 0.0000030 5.550000190734863 "" "" ""
"Ross  920" "" "LHS  2494|CSI-01-11586|EPIC 201348282|Gaia DR1 3602373823468899328|GEN# +9.80011034|G  11-34|G  13-4|GJ  9384|GJ   454.1|HIC  58608|HIP  58608|LFT  869|LPM 410|LTT  4483|2MASS J12010707-0143536|NLTT 29299|NSV  5426|PLX 2769|PLX 2769.00|PM 11586-0127|Ross  920|TYC 4939-496-1|UBV M  43014" "" "" "" "12 01 07.0437" "-01 43 53.588" "High proper-motion Star" K3 19.780 "" 10.949999809265137 "" "" ""
"HD 104471A" "" "CD-33  8130A|** I  215A|CSI-33  8130 22|GJ   454.2 A|GJ  9385 A|HD 104471A|IDS 11567-3406 A|TYC 7239-971-1|WDS J12018-3439A" "" "" "HD 104471A" "12 01 46.094" "-34 39 01.10" "High proper-motion Star" "" "" "" 7.269999980926514 "" "" ""
"HD 104471B" "" "CD-33  8130B|** I  215B|CSI-33  8130 23|GJ   454.2 B|GJ  9385 B|HD 104471B|IDS 11567-3406 B|TYC 7239-971-2|WDS J12018-3439B" "" "" "HD 104471B" "12 01 46.155" "-34 39 01.11" "High proper-motion Star" "" "" "" 8.479999542236328 "" "" ""
"HD 104526" "" "HD 104526|AG+43 1064|BD+43  2180|BD+43  2179C|CCDM J12021+4304C|CSI+43  2179  4|Gaia DR1 1537769884501591296|GEN# +1.00104526|GJ   454.3|GSC 03019-01727|HIC  58698|HIP  58698|IDS 11570+4336 C|2MASS J12022083+4308261|NGP 43  61|PPM  52767|SAO  44003|TYC 3019-1727-1|UBV M  17642|uvby98 100104526|WDS J12021+4303C" "" "" "HD 104526" "12 02 20.8254" "+43 08 26.171" Star K0V 1.850 0.0000160 8.399999618530273 "" "" ""
"LHS  2497" "" "LHS  2497|CSI+28-11598|CSS  780|GALEX 6374856466367513944|G 121-45|G 148-29|GJ   455|GSC 01988-00750|LFT  872|L 1405-9|LP  319-68|LSPM J1202+2835|LTT 13336|2MASS J12021818+2835142|NLTT 29374|PLX 2776|PLX 2776.00|PM J12023+2835|RX J1202.3+2835|1RXS J120219.1+283507|SA  56-27|UCAC4 593-049461|USNO-B1.0 1185-00191593|USNO 436|[ATZ98] D022|[RHG95]  1890|[ZEH2003] RX J1202.3+2835  1|p. Pulk 56-27" "" "" "" "12 02 18.19" "+28 35 14.3" "High proper-motion Star" sdM3.5 61.000 0.0000330 12.920000076293945 16.0000 pc ST-L
"HD 105065" "" "LTT  4527|** WNO   54A|BD-18  3319|Gaia DR1 3518916939550517248|GEN# +1.00105065|GJ  9387|GJ   455.1|GSC 06098-00193|HD 105065|HIC  59000|HIP  59000|2MASS J12055065-1852304|MCC 633|NLTT 29584|PPM 716926|StKM 2-791|TYC 6098-193-1|UBV M  17721|UCAC4 356-063860|UGP 286|WDS J12058-1853A|[RHG95]  1895" "" "" "HD 105065" "12 05 50.6601" "-18 52 30.909" "High proper-motion Star" K5V 42.960 0.0001120 10.015999794006348 22.0000 pc ST-L
"* eta Cru" "" "* eta Cru|* eta Cru A|* eta Cru B|** HJ 4501A|AKARI-IRC-V1 J1206529-643649|CCDM J12068-6437A|CEL   4056|CPC 21  2560|CPD-63  2145|CSI-63  2145 41|FK5 2969|GC 16551|GCRV  7264|GEN# +1.00105211|GJ  9388|GJ   455.2|Glazar Cru 206|GSC 08982-04970|HD 105211|HD 105211A|HD 105211B|HIC  59072|HIP  59072|HR  4616|IDS 12017-6403 A|IRSV 1204-6420|JP11  2160|2MASS J12065290-6436494|N30 2807|PLX 2793|PLX 2793.00|PPM 359197|ROT  1780|SAO 251742|SKY# 22745|TD1 16073|TYC 8982-4970-1|UBV   10871|UBV M  17749|uvby98 100105211|WDS J12069-6437A|WEB 10519|WISE J120652.94-643650.5" "" "" "HD 105211" "12 06 52.8990" "-64 36 49.424" "Spectroscopic binary" F2V 50.620 0.0000350 4.136000156402588 "" "" ""
"* alf Crv" "NAME Alchiba" "NAME Alchiba|* alf Crv|*   1 Crv|CD-24 10174|CMC  308764|CMC  180505|CPD-24  4786|2E  2594|2E 1205.8-2427|GC 16586|GCRV  7276|GEN# +1.00105452|GJ   455.3|GJ  9389|HD 105452|HIC  59199|HIP  59199|HR  4623|IRAS 12058-2426|IRAS C12058-2426|JP11  2172|2MASS J12082481-2443440|PLX 2796|PLX 2796.00|PPM 259912|RBS  1069|ROT  1784|1RXS J120824.6-244336|SAO 180505|SKY# 22786|TD1 16089|TYC 6672-995-1|UBV   10894|UBV M  17786|uvby98 100105452|WEB 10532|YZ 114  9205" "" "" "HD 105452" "12 08 24.8165" "-24 43 43.950" "High proper-motion Star" F1V 66.950 0.0000090 4.0 "" "" ""
"Wolf  406" "" "LHS  2515|AC +00  1514-64|Ci 20  684|CSI-00-12059|Gaia DR1 3698723889971468032|GCRV 26284|GCRV  7277|G  11-40|G  13-13|GJ   456|HIC  59198|HIP  59198|LFT  881|LTT  4540|2MASS J12082226-0028574|MCC 290|NLTT 29713|NSV  5472|PLX 2795|PLX 2795.00|PM J12083-0028|StKM 2-793|TYC 4939-211-1|UBV   10891|UCAC4 448-054028|WEB 10533|Wolf  406|[RHG95]  1898" "" "" "" "12 08 22.2045" "-00 28 57.457" "High proper-motion Star" K4V 35.980 0.0001030 11.25100040435791 "" "" ""
"HD 105671" "" "LTT  4549|** LDS  385A|CCDM J12099-4612A|CD-45  7581|CPC  0 10138|CPD-45  5806|CSI-45  5806 41|GCRV 63002|GEN# +1.00105671|GJ  9391 A|GJ   456.1 A|HD 105671|HIC  59296|HIP  59296|IDS 12047-4539 A|2MASS J12095494-4612302|NLTT 29791|PLX 2802|PPM 317142|SAO 223250|TYC 8229-659-1|UBV   10914|UBV M  17815|WDS J12099-4613A|WEB 10547|[CS62] E5  30" "" "" "HD 105671" "12 09 54.9821" "-46 12 30.205" "High proper-motion Star" K4Vk: 50.590 -0.0000140 8.437999725341797 19.7700 pc ST-L
"LTT  4550" "" "LTT  4550|** LDS  385B|CCDM J12099-4612B|CSI-45  5806 42|DENIS J120958.3-461131|GJ   456.1 B|GJ  9391 B|IDS 12047-4539 B|2MASS J12095813-4611323|NLTT 29795|PM J12099-4611|UCAC3 88-140018|UCAC4 220-063286|WDS J12099-4613B|[RHG95]  1904" "" "" "" "12 09 58.2252" "-46 11 32.116" "High proper-motion Star" M3.5 "" "" 13.22700023651123 "" "" ""
"HD 238087" "" "HD 238087|AG+59  840|BD+59  1428|Gaia DR1 1575920326645753856|GCRV 63032|GEN# +1.00238087|GJ   457|GSC 03840-00178|HIC  59496|HIP  59496|2MASS J12120522+5855351|MCC 291|PLX 2810.01|PPM  33440|StKM 2-800|TYC 3840-178-1|UCAC4 745-047763|WEB 10577|YZ  59  7063|[RHG95]  1913" "" "" "HD 238087" "12 12 05.2146" "+58 55 35.120" "High proper-motion Star" K5V 39.210 -0.0000330 10.020999908447266 "" "" ""
"HD 238090" "" "G 197-49|AG+54  852|ASCC  257323|BD+55  1519|BD+55  1519A|CCDM J12123+5429A|Gaia DR1 1573086507223498752|GCRV 63035|GEN# +1.00238090|GJ   458 A|HD 238090|HIC  59514|HIP  59514|IDS 12073+5502 A|LSPM J1212+5429S|LTT 13395|2MASS J12122084+5429086|MCC 137|NLTT 29950|PLX 2811|PM J12123+5429S|PPM  33444|StKM 2-802|TYC 3834-814-1|UCAC4 723-052240|USNO-B1.0 1444-00216879|WDS J12123+5429A|WEB 10581|YZ  54  7067|[RHG95]  1915" "" "" "HD 238090" "12 12 20.8595" "+54 29 08.724" "High proper-motion Star" K5V 65.940 -0.0000650 9.699000358581543 "" "" ""
"BD+55  1519B" "" "G 197-50|BD+55  1519B|CCDM J12123+5429B|CSI+54-12099|GJ   458 B|IDS 12073+5502 B|LSPM J1212+5429N|2MASS J12122112+5429231|NLTT 29949|PM J12123+5429N|UCAC4 723-052241|WDS J12123+5429B|[RHG95]  1916" "" "" "" "12 12 21.12" "+54 29 23.2" "High proper-motion Star" M4.12 75.100 -0.0000890 13.529999732971191 "" "" ""
"HD 106116" "" "LHS  2524|** LPM  416AB|BD-02  3481|CCDM J12125-0305AB|Ci 20  688|Gaia DR1 3598278245734852224|GC 16674|GCRV  7312|GEN# +1.00106116J|G  11-45|G  13-19|GJ  9396|GJ   458.1|HD 106116|HIC  59532|HIP  59532|IDS 12074-0232 AB|LFT  883|LPM 416|LTT  4573|2MASS J12122888-0305045|NLTT 29957|PLX 2812|PLX 2812.00|PM 12099-0249|PPM 195261|SAO 138647|SKY# 22903|SPOCS  522|TYC 4943-422-1|UBV   10967|UBV M  17884|uvby98 100106116|WDS J12125-0305AB|WEB 10584|YZC 17  4527|YZ  92  4527" "" "" "HD 106116" "12 12 28.8425" "-03 05 04.109" "High proper-motion Star" G5V 29.110 0.0000490 7.5 "" "" ""
"GJ   458.1 A" "" "GJ   458.1 A|WDS J12125-0305A" "" "" "" "12 12 29.20" "-03 05 07.8" Star "" "" "" "" "" "" ""
"GJ   458.1 B" "" "GJ   458.1 B|WDS J12125-0305B" "" "" "" "12 12 28.9" "-03 05 03" Star "" "" "" "" "" "" ""
"BD+49  2126" "" "G 198-37|ASCC  329726|BD+49  2126|Gaia DR1 1545795529110395136|GJ   458.2|GJ  9399|GSC 03455-00111|HIC  59748|HIP  59748|LSPM J1215+4843|2MASS J12150885+4843574|MCC 640|NGP 49  71|NLTT 30123|PM J12151+4843|Pul -3  910088|StKM 2-807|TYC 3455-111-1|UCAC4 694-052092|USNO-B1.0 1387-00223528|[RHG95]  1925" "" "" "" "12 15 08.8430" "+48 43 57.258" "High proper-motion Star" K6V 43.810 -0.0000440 10.506999969482422 "" "" ""
"* del UMa" "NAME Megrez" "NAME Megrez|* del UMa|*  69 UMa|** BLL   29A|** BUP  140A|AG+57  844|AKARI-IRC-V1 J1215257+570157|BD+57  1363|CCDM J12155+5702A|CEL   4078|CSI+57  1363  1|CSV 101249|FK5  456|GC 16736|GCRV  7337|GEN# +1.00106591|GJ   459|GSC 03837-01070|HD 106591|HGAM    610|HIC  59774|HIP  59774|HR  4660|IDS 12105+5735 A|IRAS 12129+5718|JP11  2194|2MASS J12152554+5701575|N30 2835|NSV  5513|PLX 2824|PLX 2824.00|PMC 90-93   325|PPM  33469|ROT  1795|SAO  28315|SKY# 22985|SV* ZI   919|TD1 16157|TYC 3837-1070-1|UBV   11008|UBV M  17960|uvby98 100106591|WDS J12154+5702A|WEB 10621|AAVSO 1210+57" "" "" "HD 106591" "12 15 25.5606" "+57 01 57.415" "High proper-motion Star" A2Vn 40.510 -0.0000510 3.319999933242798 "" "" ""
"V* EG UMa" "NAME Case 1" "V* EG UMa|CSI+52-12133|EGGR  87|FB  90|GEN# +6.20020087|GJ   459.1|GSC 03834-00241|2MASS J12154411+5231013|NAME Case 1|PM J12157+5231|1RXS J121544.9+523115|SBSS 1213+528|SDSS J121544.07+523100.9|SV* SVS  2817|UBV   11011|UCAC4 713-051810|USNO 532|USNO-B1.0 1425-00266727|uvby98 620020087 V|WD 1213+52|WD 1213+528|WD 1213+524|2XMM J121544.0+523100|[GKL99] 254|AAVSO 1210+53" "" "" "" "12 15 44.0986" "+52 31 01.310" "White Dwarf" DA3.3 "" "" 13.229999542236328 25.0000 pc ST-L
"HD 106783" "" "HD 106783|** HDS 1729|AG+44 1059|AGKR 10998|BD+45  2014|Gaia DR1 1538828989076867840|GEN# +1.00106783|GJ   459.2|GSC 03019-00436|HIC  59870|HIP  59870|2MASS J12164330+4424071|NGP 45  82|PLX 2828.01|PPM  52900|SAO  44102|TYC 3019-436-1|UBV M  17996|WDS J12167+4424AB" "" "" "HD 106783" "12 16 43.3024" "+44 24 07.204" "Double or multiple star" K4V 1.700 "" 9.199999809265137 "" "" ""
"BD+29  2279" "" "LHS  2544|ASCC  684708|BD+29  2279|BPS BS 16026-0017|Ci 20  695|Gaia DR1 4010201858944875392|GCRV  7388|GEN# +0.02902279|G 148-45|G 121-77|GJ  9404|GJ   459.3|HIC  60093|HIP  60093|LFT  896|LSPM J1219+2822|LTT 13444|2MASS J12192407+2822566|MCC 644|NGP 29  77|NLTT 30331|PLX 2838|PLX 2838.00|PM J12194+2822|PM 12169+2840|StKM 2-818|TYC 1991-1020-1|UCAC2  41716815|UCAC4 592-048933|USNO-B1.0 1183-00212601|VVO  14|WEB 10685|Wolf  408|[RHG95]  1935|p. MC 560 4" "" "" "" "12 19 24.0908" "+28 22 56.538" "High proper-motion Star" M0.5Ve 42.180 -0.0000030 10.640000343322754 "" "" ""
"HD 107326" "" "HD 107326|AG+26 1257|BD+26  2329|Ci 18 1545|Cl* Melotte  111     AV    1112|Cl Melotte  111    70|Cl Melotte  111   704|Gaia DR1 4008544894922195712|GC 16827|GCRV  7397|GEN# +5.21110070|GJ   460|HIC  60168|HIP  60168|HR  4694|JP11  5001|2MASS J12201775+2600068|NSV  5557|PLX 2841|PLX 2841.00|PPM 101817|ROT  3922|SAO  82249|SKY# 23117|TD1 16212|TYC 1989-3205-1|UBV   11078|UBV M  41656|uvby98 521110070|WEB 10697|YZ  26  6070|[SS59]   I 263" "" "" "HD 107326" "12 20 17.7521" "+26 00 06.749" "High proper-motion Star" F0IV 15.510 0.0000220 6.099999904632568 "" "" ""
"BD+01  2684" "" "BD+01  2684|** RST 5366|CCDM J12204+0034AB|DENIS J122025.5+003500|DO  3213|GALEX 6382597017489640824|GCRV 63150|GJ   461|GSC 00282-00805|HIC  60178|HIP  60178|IDS 12153+0108 AB|2MASS J12202551+0035013|MCC 293|PM J12204+0035|PPMX J122025.5+003501|SDSS J122025.50+003501.1|StKM 2-820|TYC  282-805-1|UCAC4 453-053382|UGP 291|WDS J12204+0035AB|WEB 10699|WISE J122025.57+003500.9|[GKL99] 257|[RHG95]  1937" "" "" "" "12 20 25.5088" "+00 35 01.224" "Flare Star" K7V "" -0.0000530 10.130000114440918 "" "" ""
"HD 107596" "" "LHS  2548|AG+42 1146|ASCC  409069|BD+42  2296|Ci 20  697|Ci 18 1551|DO 34023|Gaia DR1 1537992501246401920|GCRV  7418|GEN# +1.00107596|G 123-26|G 198-46|GJ   462|HD 107596|HIC  60303|HIP  60303|LFT  898|LSPM J1221+4208|LTT 13461|2MASS J12215407+4208018|MCC 649|NGP 42 100|NLTT 30484|PLX 2846|PLX 2846.00|PPM  52945|TYC 3020-1684-1|UBV   11104|UBV M  18116|UCAC2  46430121|USNO-B1.0 1321-00275710|VVO 283|WEB 10723|[RHG95]  1938" "" "" "HD 107596" "12 21 54.0739" "+42 08 01.993" "High proper-motion Star" M0V 62.650 0.0000580 10.600000381469727 "" "" ""
"Ross  690" "" "LHS  2551|ASCC  129462|Ci 20  701|CSI+64-12208|GALEX 6374328723332665119|GCRV  7435|GEN# +6.10010463|G 237-63|GJ   463|HIC  60398|HIP  60398|JP11  5146|LFT  903|LSPM J1223+6401|LTT 13474|2MASS J12230024+6401506|NLTT 30570|PLX 2853.00|PLX 2853|PM J12230+6401|Ross  690|TYC 4158-475-1|USNO-B1.0 1540-00177642|WEB 10742|[RHG95]  1941" "" "" "" "12 23 00.1646" "+64 01 50.964" "High proper-motion Star" M3V 54.540 0.0002000 13.480999946594238 "" "" ""
"HD 107888" "" "HD 107888|AC +13  1308-25|AG+12 1393|ASCC  953854|BD+13  2529a|BSD  80-179|CSI+12-12213|CSI+13  2529  2|DO  3223|Gaia DR1 3908605026032943872|GCRV 63208|GCRV  4333 E|GJ   464|GPM1 528|GPM 185.973040+12.580647|GSC 00879-00487|HIC  60475|HIP  60475|LSPM J1223+1234|2MASS J12235353+1234491|MCC 294|PLX 2853.1|PLX 2853.10|PM J12238+1234|PPM 129017|Pul -3  960031|StKM 2-828|TYC  879-487-1|UCAC2  36301286|UCAC4 513-054520|USNO-B1.0 1025-00249143|WEB 10756|[RHG95]  1943" "" "" "HD 107888" "12 23 53.5526" "+12 34 48.911" "High proper-motion Star" K5V 46.510 0.0000230 10.385000228881836 21.0000 pc ST-L
"HD 108021" "" "LTT 13484|AG+31 1145|ASCC  587461|BD+32  2241|Ci 18 1561|Gaia DR1 4015180103997726464|GC 16918|GEN# +1.00108021|GJ  9405|GJ   464.1|GPM 186.125361+31.280299|GSC 02528-00551|HD 108021|HIC  60529|HIP  60529|LSPM J1224+3116|2MASS J12242998+3116493|NGP 32  74|NLTT 30643|PLX 2856|PLX 2856.00|PPM  76460|Pul -3  950038|SAO  62985|TYC 2528-551-1|UBV M  18168|UCAC2  42758310|USNO-B1.0 1212-00196760|[AKS95]  708|[M60b]+31 154" "" "" "HD 108021" "12 24 29.9499" "+31 16 49.283" "High proper-motion Star" G9V 20.000 -0.0000150 8.779999732971191 "" "" ""
"Ross  695" "" "LHS    45|Ci 20  703|CSI-17-12222|GCRV  7451|GEN# +6.00104685|GEN# +6.10010465|GEN# +6.10220695|GJ   465|HIC  60559|HIP  60559|JP11  5147|LFT  904|LPM 424|LTT  4685|2MASS J12245243-1814303|NLTT 30653|NSV  5602|PLX 2857|PLX 2857.00|PM J12248-1814|PM 12222-1756|Ross  695|TYC 6105-1620-1|UBV M  42954|UCAC4 359-062561|WEB 10768|Zkh 178|[RHG95]  1945" "" "" "" "12 24 52.5027" "-18 14 32.243" "High proper-motion Star" M2 112.980 0.0001710 11.272000312805176 8.8500 pc ST-L
"BD+08  2599" "" "BD+08  2599|ASCC 1043626|GCRV 63243|GEN# +0.00802599|GJ   466|GSC 00874-00751|HIC  60661|HIP  60661|LSPM J1225+0803|2MASS J12255857+0803441|MCC 295|TYC  874-751-1|UBV M    344|UCAC2  34657683|USNO-B1.0 0980-00254242|WEB 10789" "" "" "" "12 25 58.5758" "+08 03 44.027" "High proper-motion Star" M0V 26.740 0.0000330 10.300000190734863 "" "" ""
"GJ   467 A" "" "LHS   328|1C 105.01|CSI-71-12258|GCRV 26288|GEN# +9.86068028|GJ   467 A|IDS 12228-7034 A|LFT  911|L   68-28|LPM 428|LTT  4722|2MASS J12283989-7127503|PLX 2873.00|PLX 2873|PM J12286-7127|PM 12257-7112|UCAC3 38-79618|USNO-B1.0 0185-00249424|WDS J12287-7129A" "" "" "" "12 28 39.894" "-71 27 50.39" "High proper-motion Star" M3V 21.500 -0.0003600 13.619999885559082 "" "" ""
